,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Turnover ratio,Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Number of general manager changes in the month,Employee turnover rate,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Sales percentage to related parties,equity of stock holdings (Major shareholder),tockholding of Directors and Supervisors,Managers shareholding,Reinvestment to assets ratio,Total social responsibility events,Management Internalization ratio,Directors salary,Internal audit variation in the current month,company age,A,F,G,M
2880,-0.0165228770476037,-0.0383592665166102,-0.0523765669706865,-0.0556779533887091,-0.0852606115302495,-0.1119695628772616,-0.1056901257872284,-0.0461055351891441,-0.0728144865361562,-0.066535049446123,0.0001133165370493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,28.61,3343.0,1915.0,3216.0,3.0,35.51,13194.0,7429.0,0.0,0.25,2078.0,0.0,0.0,96.0,3.0,5227.0,0.0,0.0,3478.0,3.0,11118.0,64.48,79515.93,0.1,17.0,0.01,0.0,0.0,0.0,6.67,0.23,27551769,1.71,0,0,39175888,15.0,0,0,-21450320,11179078,937271,-26484327,0,-6.65,-30538449,37170826,0,0,0,303551076,0,21385474,16.04,0,3.39,4.87,0,6.53,-0.36,39.55,0,0,2189791,0,0,-1905683,45086501,9485126,0,0,95.09,33.2,41842609,0,13.27,3838433,0,0,0,633.02,0,13.9,25.26,0,31.1,0,0,0.0,0,20.0,0,0,1,0
2881,0.0009334174581418,-0.0395536123957816,-0.0615337891924376,-0.0642205854243295,-0.0866618836115308,-0.120992414576994,-0.1057981058970064,-0.0215078807290595,-0.0558384116945228,-0.0406441030145352,0.0013608384891015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9,55.75,16456.0,-2542.0,577.0,-1.0,61.86,11805.0,-2542.0,0.0,0.13,9812.0,0.04,0.0,114.0,4.0,-1850.0,1237.0,15.0,2389.0,-1.0,-1850.0,38.13,954893.96,0.56,12.0,0.01,7.52,71779.52,39.0,3.82,2.29,151467575,1.12,0,0,286678955,5.12,0,0,-273967761,49287344,33768312,-446919601,0,-46.49,-35331385,153404819,0,0,0,618521079,0,51227147,18.89,0,6.68,6.68,0,5.55,-3.41,36.07,0,0,21832671,0,0,-25619935,517278958,30692927,0,0,94.65,29.25,290596130,0,9.95,9733458,0,0,0,848.24,0,16.22,27.54,0.03,45.34,0,3.57,0,0,20.0,0,1,0,0
2882,-0.000740556784947,-0.0286141631522605,-0.0520440113318795,-0.0616577761404107,-0.0836472314983335,-0.1052143858338987,-0.0901392801639582,-0.0227300121428698,-0.044297166478435,-0.0292220608084944,0.0016065328879317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1,47.21,16542.0,-1994.0,1008.0,-2.0,54.32,13169.0,-3624.0,0.0,0.11,7970.0,0.07,0.0,207.0,3.0,-779.0,2183.0,0.0,1786.0,-1.0,-779.0,45.65,763724.29,0.5,8.0,0.03,13.2,100786.49,25.0,4.54,2.56,-28675204,1.78,0,0,192327910,5.7,0,0,-507371343,96304264,52067009,-611225555,0,-91.22,-46338161,178509807,0,0,0,526109940,0,64947063,23.1,0,8.76,8.76,0,4.44,-4.74,23.11,0,0,18822216,0,0,-135490485,478102541,0,0,0,97.42,17.78,306490719,0,5.81,1675515,0,0,0,1892.51,0,46.31,1.33,0,48.81,0,2.78,0.0,0,20.0,0,1,0,0
2883,-0.0083527986603851,-0.0296791650716983,-0.0706262286807193,-0.0822056410085443,-0.1104327251242483,-0.1385690536890579,-0.1194717857024458,-0.0365798827760891,-0.0647162113408987,-0.0456189433542867,0.0005980220615061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,38.1,41386.0,-1518.0,109.0,-2.0,43.34,16853.0,-12098.0,1.0,0.17,-260.0,0.1,0.0,-260.0,1.0,-1669.0,4170.0,175.0,109.0,-2.0,-3809.0,56.63,554373.75,0.96,-1.0,0.03,10.08,55857.98,2.0,1.28,3.95,40683774,1.2,0,0,92998549,6.07,0,0,-117102696,59023597,18504785,-128415626,0,-46.83,-14515309,57240029,0,0,0,202166916,0,22508680,24.96,0,8.33,8.33,0,6.97,-3.05,27.27,0,0,4486705,0,0,-105493504,67354645,76395710,0,0,95.36,20.47,99402393,0,3.36,523439,0,0,1,1220.4,0,16.01,1.3,0.1,56.65,0,0,0,0,20.0,0,1,0,0
2884,-0.017413763530614,-0.0331222485958505,-0.0412488197624993,-0.0508202526438121,-0.0640269782385928,-0.075793516637731,-0.0592400555955202,-0.0306204891253947,-0.0423870275245329,-0.025833566482322,8.562767946393435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,34.16,27010.0,3913.0,213.0,1.0,36.13,14275.0,3913.0,1.0,0.16,1305.0,0.02,0.0,144.0,3.0,4271.0,802.0,0.0,647.0,1.0,4271.0,63.79,754670.2,0.81,7.0,0.08,2.97,22408.2,0.0,1.61,0.36,67689865,1.98,0,0,93912349,18.2,0,0,-12684117,7082897,6109298,-12114444,0,-0.24,805556,36165033,0,0,0,367583825,0,23698445,21.44,0,2.43,4.88,0,14.39,-0.01,37.08,0,0,3912707,0,0,-9449568,29287104,6582523,0,0,94.69,29.13,40031793,0,14.0,-15101279,0,0,0,371.33,0,19.3,1.81,0.18,19.74,0,0,0.0,0,19.0,1,0,0,0
2885,0.0055193823628658,-0.0195952213599229,-0.0457819455422824,-0.0587586159899813,-0.0804462846815601,-0.1040001689625312,-0.0851405092607715,-0.016168286328713,-0.0397221706096841,-0.0208625109079244,0.0012609858202874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.65,41.72,7898.0,-3667.0,102.0,-2.0,44.8,12137.0,-6908.0,0.0,0.16,18164.0,0.0,0.0,893.0,2.0,-2672.0,0.0,358.0,283.0,-1.0,-2672.0,55.19,163399.35,0.26,12.0,0.01,0.0,0.0,0.0,0.59,2.49,-12092549,0.98,0,0,60294624,7.55,0,0,-13363064,40390140,30922700,-22109045,0,-0.53,-1149218,31966132,0,0,0,244405459,0,32959681,19.39,0,7.45,8.94,0,-0.11,-0.05,34.01,0,0,4552731,0,0,-643645,99027238,122646594,0,0,90.99,27.41,75230544,0,4.25,7269824,0,0,0,373.34,0,22.06,4.64,0.07,33.62,0,0,0.0,0,19.0,0,1,0,0
2886,-0.0244467290984726,-0.0391134202959613,-0.0436984982996409,-0.0498102019807639,-0.06593372056813,-0.0913780932206642,-0.0747927999772993,-0.0405702476858386,-0.0660146203383729,-0.049429327095008,-0.0003832671222784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,34.81,2755.0,-6587.0,4486.0,-10.0,47.05,13600.0,-29285.0,0.0,0.29,6758.0,0.0,0.0,1931.0,3.0,-170.0,0.0,0.0,4700.0,-9.0,-18593.0,52.94,100980.67,0.08,7.0,0.01,0.0,0.0,0.0,9.08,3.16,58842041,1.48,0,0,91199206,20.34,0,0,-17694266,33140657,1266605,-30241346,0,-5.34,-7215227,44964600,0,0,0,434225362,0,22003035,10.42,0,4.38,5.17,0,3.13,-0.39,36.22,0,0,2036691,0,0,-1664240,102880021,21469147,0,0,93.25,32.45,42099167,0,30.43,2846872,0,0,0,385.09,0,11.87,20.59,0.0,26.0,0,0,0.0,0,19.0,0,0,1,0
2887,-0.0010884189044866,-0.0231120515384799,-0.0356820011195868,-0.0398197860579203,-0.0870870149032302,-0.114510215204644,-0.095398693028634,-0.0483556477497965,-0.0757788480512103,-0.0566673258752002,-0.0008950996081041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,51.38,20752.0,-1824.0,149.0,-1.0,52.43,11409.0,-1824.0,0.0,0.16,1746.0,0.0,0.0,95.0,1.0,-1580.0,103.0,0.0,149.0,-1.0,-1580.0,47.56,328927.5,0.73,15.0,0.01,0.5,1632.59,11.0,0.67,0.39,33000858,0.85,0,0,34438618,11.9,0,0,-9777862,87225291,3466048,-9426118,0,-0.59,-34615036,31342666,0,0,0,164045814,0,21716175,24.41,0,4.21,7.65,0,11.06,-0.04,23.06,0,0,2422368,0,0,-1328748,34368010,21391936,0,0,92.95,17.43,47402064,0,9.15,61839,0,0,0,368.76,0,13.18,4.24,0.09,26.0,0,5.88,0.0,0,19.0,0,1,0,0
2888,-0.0173134837018421,-0.0411847626521316,-0.0547348694235991,-0.062532491539647,-0.0881681925112765,-0.1118839389894914,-0.0911297284295926,-0.0429491846734716,-0.0666649311516865,-0.0459107205917878,4.57557226565819e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73,34.17,151241.0,12992.0,1396.0,3.0,36.73,15488.0,37455.0,3.0,0.27,467.0,0.03,0.01,22.0,2.0,14410.0,1043.0,0.0,1780.0,3.0,39146.0,63.23,1314496.03,3.91,11.0,0.04,0.69,9065.13,117.0,2.53,0.03,28830072,0.72,0,0,79420544,7.55,0,0,-101478063,29171915,3431202,-102931138,0,-42.07,-1645687,88427434,0,0,0,127153344,0,20494892,35.14,0,4.88,4.88,0,5.9,-1.94,14.82,0,0,12262232,0,0,-52199534,101535244,19718322,0,0,96.37,9.61,107980632,0,7.53,-46272,0,0,0,1781.91,0,14.62,3.63,0.01,64.73,1,5.88,0.0,0,19.0,0,1,0,0
2889,-0.0043314734976686,-0.00914525988159,0.0007527767218034,-0.0021640695088664,-0.0271401151404706,-0.0397087745972325,-0.0326067213825575,-0.0293075191292727,-0.0418761785860346,-0.0347741253713596,-0.0003131776747692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,24.74,2988.0,361.0,11.0,2.0,25.51,3147.0,752.0,0.0,0.08,1.0,0.01,0.0,1.0,3.0,373.0,75.0,0.0,26.0,2.0,768.0,74.44,39262.32,0.4,1.0,0.06,2.51,985.5,21.0,0.7,0.07,2497572,1.11,0,0,3271945,11.83,0,0,-3238159,9925428,253954,-5846616,0,-10.57,-652886,3032680,0,0,0,36352274,0,2713965,24.19,0,5.36,9.48,0,6.86,-1.22,42.38,0,0,160028,0,0,-957732,4273781,9374735,0,0,89.46,32.13,4674290,0,5.96,107520,0,0,0,367.77,0,22.57,6.81,0.1,38.78,0,0,0.0,0,19.0,0,0,0,1
2890,-0.0214055670836975,-0.0516165316502376,-0.069345061540312,-0.0767642248312787,-0.0997593952704225,-0.1176632594234732,-0.1015299034421309,-0.0444007375228413,-0.0623046016758919,-0.0461712456945496,-0.0004027004180585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,24.56,3182.0,-4724.0,6717.0,-15.0,32.92,11271.0,-66230.0,0.0,0.62,81619.0,0.0,0.0,3598.0,3.0,5591.0,0.0,0.0,7041.0,1.0,5591.0,67.06,56118.71,0.11,17.0,0.01,0.0,0.0,0.0,5.7,2.67,-1190290,1.33,0,0,71433745,10.08,0,0,-17371706,16626181,2292783,-19025369,0,-3.92,-4049664,31080172,0,0,0,196939117,0,19472901,17.39,0,4.58,5.15,0,10.47,-0.25,42.28,0,0,3294607,0,0,-971096,49002860,19206122,0,0,94.11,34.93,37036100,0,9.75,1964901,0,0,0,394.04,0,18.44,2.7,0.05,23.22,0,0,0.0,0,19.0,0,1,0,0
2891,-0.0100123157301885,-0.0312194437884649,-0.0660232820711335,-0.072739533134386,-0.0970214660394018,-0.1198859846049606,-0.1058632165917884,-0.0342942486352043,-0.0571587672007631,-0.0431359991875909,-0.0012225127683622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,58.55,13718.0,-1593.0,727.0,-2.0,62.18,19497.0,-1974.0,0.0,0.18,7220.0,0.01,0.0,744.0,1.0,-122.0,338.0,0.0,727.0,-1.0,-122.0,37.81,319813.22,0.28,7.0,0.01,2.46,7879.93,14.0,2.49,1.13,40693660,1.17,0,0,118117607,6.97,0,0,-112794569,105624877,38707986,-108823752,0,-18.85,34260902,111102920,0,0,0,387015232,0,51735838,29.38,0,6.3,6.3,0,13.56,-1.03,34.22,0,0,17076809,0,0,-7162532,183797727,8862752,0,0,95.41,24.17,136757701,0,11.2,609124,1,0,0,766.49,0,20.64,1.46,0.08,35.17,0,0,0.0,0,19.0,0,1,0,0
2892,-0.0178386913265617,-0.0230507747066819,-0.0256698100037167,-0.0361118802145812,-0.0619236751459994,-0.0798364846104058,-0.0590894146753561,-0.0436504862579799,-0.0615632957223862,-0.0408162257873366,0.0002853001302321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,43.74,2516.0,2886.0,137.0,1.0,45.55,13223.0,2886.0,0.0,0.09,11782.0,0.0,0.0,101.0,3.0,3124.0,27.0,0.0,194.0,1.0,3124.0,54.44,64825.49,0.08,17.0,0.01,1.07,695.66,0.0,1.17,0.63,-19074066,1.58,0,0,42935792,14.71,0,0,3078357,5161252,902882,-10595198,0,2.64,-43756805,44563105,0,0,0,343809492,0,19967822,15.33,0,3.77,4.52,0,11.1,0.15,37.17,0,0,2183154,0,0,-1936110,55995800,17934093,0,0,94.6,31.47,52199520,0,17.51,9166908,0,0,0,497.81,0,12.8,18.99,0,26.87,0,0,0.0,0,18.0,0,0,1,0
2897,-0.0131833711230169,-0.0261607662795921,-0.0402175526592767,-0.0420665505593279,-0.0614590202676502,-0.0847449089654553,-0.0677586198970431,-0.0325758408313392,-0.0558617295291444,-0.0388754404607321,0.0001343450796041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,32.27,15450.0,1795.0,11.0,3.0,32.42,2734.0,3609.0,0.0,0.19,0.0,0.0,0.0,0.0,3.0,1806.0,3.0,0.0,26.0,3.0,3635.0,67.57,127073.16,2.26,0.0,0.01,0.02,24.67,0.0,0.14,0.0,5646092,0.66,0,-16837,11450774,5.73,0,0,-3373008,1658151,1932100,-5487977,0,-5.88,-2817918,6399252,0,0,0,22610114,0,3545127,21.56,0,3.62,3.62,0,1.75,-0.53,43.59,0,0,405669,0,0,-290549,7296487,342976,0,0,91.62,34.19,6979985,0,0,1347187,0,0,0,308.62,0,30.88,27.38,0.31,28.79,0,0,0.0,0,4.0,0,1,0,0
2901,-0.0013440702795039,-0.0040413519397763,-0.0024109070639244,-0.0042544353051973,-0.0072561249241333,-0.0031585550575534,0.0247601911357048,-0.00434575989844,-0.00024819003186,0.0276705561613982,-0.0002059568772569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.85,0.0,1424.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.68,34063.93,7.8,0.0,0.32,0.0,0.0,0.0,0.0,0.0,29370,2.01,813.82,0,398883,70.21,0,7.97,2864,8026,0,-584,3184,1.57,-6860,2237,57.39,82.29,15009,1731119,1.3,62961,21.45,16.97,0.28,0.28,565199,0.76,1.37,21.12,0,0,6273,73303,6755,-14083,129497,21102,825.79,51172,12.6,16.59,84725,422573,0,0,0,0,0,18.05,0,13.94,57.82,0,15.78,0,0,0.0,0,45.0,0,0,1,0
2903,-0.0039444065037774,-0.0132842600135224,-0.016003159066662,-0.0134134157018394,-0.026074323125318,-0.0368985263526223,-0.0284589192024524,-0.016605313927256,-0.0274295171545603,-0.0189899100043904,0.0006750714087534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,30.85,526.0,-18.0,0.0,-6.0,30.85,1417.0,-664.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,-8.0,-797.0,69.12,9844.93,0.15,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1013875,0.9,29.51,-97110,11600005,6.65,7540000,10.39,4843036,805086,2406281,-368232,2691861,3.65,-7851978,57885,2.07,54.74,11059624,27630330,8.87,10835332,23.25,30.25,4.62,4.62,102998039,-1.74,1.15,9.68,0,0,20992453,32048850,2538340,-1153350,8473086,11907744,35.82,49087428,67.29,7.43,24433296,17584259,1.1,59368,0,0,0,59.58,1,41.54,17.32,0.0,19.49,0,5.56,0.0,0,43.0,0,1,0,0
2904,0.0148128855105937,0.0073531982192378,0.0116039247068941,0.0108725204034539,0.0079275097311072,0.0051398297183458,0.0145940497801645,0.011867874838247,0.0090801948254856,0.0185344148873043,-0.0003201022167042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,19.08,13.0,25.0,0.0,1.0,19.08,69.0,25.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,25.0,80.92,271.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182407,1.35,48.42,0,176841,17.96,356718,19.96,11585,50092,4615,29073,0,11.07,200505,210,36.0,34.99,235683,1490521,4.53,54461,22.52,10.37,3.71,3.71,2009142,40.42,5.86,30.39,0,0,246323,661295,72375,-342542,315060,2673,52.0,506636,51.39,23.55,362519,263455,1.35,1360,0,0,0,20.8,0,16.48,38.52,0.09,10.11,0,0,0.0,0,38.0,0,1,0,0
2905,-0.0030540102121847,-0.0346721450669813,-0.0432569343622612,-0.0405296087839419,-0.0603321953994291,-0.0625106053968005,-0.0543998182166495,-0.0228565968276719,-0.0250350068250433,-0.0169242196448923,-0.0019820544949358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05,41.25,1097.0,131.0,31.0,3.0,47.15,913.0,358.0,0.0,0.04,0.0,0.06,0.0,0.0,3.0,162.0,144.0,3.0,63.0,3.0,421.0,52.84,19869.74,0.48,0.0,0.01,13.13,2608.24,2.0,5.89,0.0,-51018140,1.14,319.02,-488279,35703157,0.0,5640388,-77.39,-9683234,1107021,161867,-12344888,5287093,-42.62,-4058,0,-336.74,-68.55,181671954,13376178,20.21,9524994,0.0,144.54,6.83,7.51,1381104061,6.78,-1.15,-3.63,0,187078,2673597,1461293955,-83412488,-13635305,10082425,2581873,838.09,15150518,97.9,-4.14,107784460,126975387,0.34,3847,0,0,0,3749.81,0,24.87,34.62,0.65,78.66,0,25.0,0.0,0,33.0,1,0,0,0
2906,0.0148543148790021,-0.0057250866924426,-0.0286257941310427,-0.0267659831448563,-0.0243684361484275,-0.0181307333261379,0.0084609635156041,0.0172518618754309,0.0234895646977205,0.0500812615394625,0.0003968131261269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,38.86,8609.0,-232.0,0.0,-1.0,38.86,209.0,-232.0,0.0,0.61,0.0,0.11,0.0,0.0,0.0,-232.0,56.0,0.0,0.0,-1.0,-232.0,61.07,167668.88,16.47,0.0,0.07,0.65,1090.66,0.0,0.0,0.0,497248,1.13,76.0,0,491143,6.68,110000,4.75,-106389,2100392,1248057,16582,1526956,5.49,-188406,7069,13.06,24.37,5247431,3492154,62.82,1361412,24.86,4.39,2.4,2.4,5778297,5.45,3.05,5.73,0,0,511984,833460,329675,-486319,994513,874543,121.79,3808077,44.56,4.31,6938518,4637812,1.31,105701,0,0,0,14.75,0,18.03,31.24,0.1,8.18,0,20.0,0.0,0,32.0,0,1,0,0
2908,0.0025115358676525,-0.0057710177872144,-0.0055206497030738,-0.0079415923938211,-0.0098515032426334,-0.010028334187895,0.0026030436129838,0.0006016250188401,0.0004247940735785,0.0130561718744575,-0.0006775640263096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,40.91,11590.0,-13.0,5.0,-15.0,45.45,510.0,-697.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,-8.0,0.0,28.0,5.0,-15.0,-663.0,54.29,250418.18,9.09,0.0,0.25,0.0,0.0,0.0,4.55,0.0,-695760,1.55,53.47,-313256,1996498,81.76,8296061,0.68,-335178,4306001,2477960,230985,8159010,10.53,-36813,28373,-4.79,23.88,22130808,10682133,175.9,6743089,14.7,7.82,5.94,5.94,19738493,-2.75,1.96,2.06,0,0,6906430,15639719,198547,654777,2454053,6054928,120.55,14537034,80.98,1.75,29072444,17524706,1.93,88707,0,0,0,1.49,0,65.62,13.08,0.37,0.28,0,7.14,0.0,0,28.0,0,1,0,0
2910,0.0026673293750329,-0.0049564787962399,0.0007711080019829,-0.0022024578201529,-0.0059062751361761,-0.0102551808288219,-0.0343820289566152,-0.0010364879409903,-0.005385393633636,-0.0295122417614293,0.0035262757510967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,15.38,13.0,-2.0,0.0,-4.0,15.38,209.0,-11.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-4.0,-11.0,84.46,394.35,0.02,0.0,0.15,0.0,0.0,0.0,0.0,0.0,395523,2.69,46.46,-1283541,146509,37.54,1844000,23.06,-33332,11218,9658,-19462,543935,1.75,-339946,456,31.77,50.49,256543,6334804,23.61,142112,10.33,55.36,1.65,1.65,4559820,-3.21,0.71,13.14,0,0,0,2133380,119495,-13490,1040222,112496,93.93,1244815,58.97,11.79,518150,1169260,0.85,0,0,0,0,98.06,0,52.47,19.12,0,40.24,0,40,0,0,25.0,0,1,0,0
