,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Turnover ratio,Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Number of general manager changes in the month,Employee turnover rate,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Sales percentage to related parties,equity of stock holdings (Major shareholder),tockholding of Directors and Supervisors,Managers shareholding,Reinvestment to assets ratio,Total social responsibility events,Management Internalization ratio,Directors salary,Internal audit variation in the current month,company age,A,F,G,M
1558,0.0006646786818726,-0.0139956582061205,-0.0096163521587,-0.0100943360885609,-0.0002013755275561,0.0043322084328953,0.0184319178580983,0.0105576392428774,0.0150912232033289,0.0291909326285319,-0.001175060332808,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.5,16.2,379.0,23.0,1.0,3.0,18.34,61.0,55.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0,24.0,0.0,2.0,1.0,3.0,79.0,81.65,50494.81,2.5,0.0,0.01,0.0,0.0,0.0,2.14,0.0,449935,1.5,133.95,0,2856043,12.36,593989,4.22,-147975,2471788,957779,197352,1783038,11.55,524128,10473,10.41,18.41,4329500,7566875,54.74,753110,24.12,4.07,6.8,6.8,5446720,69.42,6.96,13.38,0,110899,66356,1088150,223875,-823649,3212433,854892,179.0,4322127,41.04,10.15,5306485,7736393,0.83,71181,0,0,0,1.33,0,9.07,10.46,1.62,0.79,0,0,0.0,0,7.0,1,0,0,0
1560,0.0110785823317251,-0.0081943854355382,-0.0066521888456917,-0.0207841633103353,-0.0315538385028182,-0.0657871502836334,-0.0255240332651693,0.0003089071392422,-0.033924404641573,0.006338712376891,-0.0018796359859417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,15.84,6686.0,-491.0,6.0,-5.0,17.56,143.0,-3227.0,4.0,6.39,-40.0,7.57,0.05,-40.0,2.0,-525.0,2708.0,0.0,39.0,-3.0,-2713.0,82.32,1006025.04,18.69,-1.0,0.12,40.5,407465.72,0.0,0.7,1.03,1370123,3.17,139.72,0,1186892,10.95,1750000,22.07,-22123,1223820,7388,4463,1668129,19.97,-1841729,2261,77.17,37.43,3327659,17389152,49.84,816779,17.94,6.06,2.3,2.3,5405805,1.68,10.97,24.73,0,124273,39292,2008232,1173874,-288927,2800746,320713,235.45,1775399,39.47,20.29,5318312,4180239,0.96,27541,0,0,0,9.01,2,16.17,14.84,0.79,5.45,0,8.33,13.2,0,16.0,0,1,0,0
1568,-0.037620851583001,-0.0532024111729649,-0.0849992342654581,-0.0499123471750628,-0.0584584057437942,-0.0341650006365902,-0.0212173730274162,-0.0461669101517323,-0.0218735050445283,-0.0089258774353543,-0.0002152513388709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75,16.26,4523.0,-17.0,0.0,-1.0,16.26,103.0,-17.0,99.0,8.69,0.0,1.94,1.36,0.0,0.0,-17.0,500.0,111.0,0.0,-1.0,-17.0,82.3,128752.62,17.55,0.0,1.45,11.05,14233.1,0.0,0.0,0.0,254739,1.52,120.6,-11780,503956,13.18,563617,8.31,-24531,480352,11148,19523,528589,10.15,-290269,2093,30.65,20.93,1108396,2458601,62.45,176890,16.16,3.53,1.25,1.25,1467381,-0.71,5.05,11.74,0,48029,2659,578413,116490,-29134,470559,295262,187.42,831231,46.6,9.84,1401776,1557908,0.97,14180,0,0,0,0.0,0,26.97,18.91,0.24,0.0,0,28.57,0.0,0,7.0,1,0,0,0
1582,-0.0096180778932963,-0.0441217945138428,-0.0618995249641973,-0.0764496559530324,-0.090081532067402,-0.0926569434605243,-0.0848216623899987,-0.0232499540076659,-0.0258253654007881,-0.0179900843302626,0.0010723448879141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2,31.17,1387.0,94.0,1.0,5.0,31.39,124.0,518.0,0.0,0.21,0.0,0.26,0.0,0.0,1.0,95.0,79.0,0.0,1.0,5.0,509.0,68.59,91329.93,4.48,0.0,0.03,5.7,5201.92,1.0,0.22,0.0,1475746,1.4,164.78,0,2988855,12.47,181868,3.24,-424373,3324110,385973,270862,902382,10.39,-334841,17887,34.84,15.76,6761215,7831729,71.14,1004816,38.4,3.02,8.37,8.37,3675647,2.46,5.2,7.05,0,141530,277407,1846121,260270,-285606,2433561,1966669,197.07,4235258,50.58,4.34,8026301,8346564,1.57,74019,0,0,0,3.68,0,10.99,12.79,2.24,1.82,0,6.25,0,0,12.0,0,1,0,0
1583,-0.0127132153229575,-0.0104323032025994,-0.0065566477827134,-0.0041697349152559,-0.0184662278163593,-0.0299852394907451,-0.0178304365421595,-0.0270097082240607,-0.0385287198984466,-0.026373916949861,-0.0002761561660534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,25.0,18.0,1.0,0.0,1.0,25.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,75.0,1106.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325116,1.36,81.18,0,2406281,5.87,229063,11.85,-44311,2191929,160244,-244398,3716801,7.5,1069447,10708,4.33,25.36,3630483,6933120,87.95,656724,24.33,3.27,3.98,3.98,4230344,17.42,3.57,20.19,0,108664,25956,658210,576504,-644877,3723236,1388752,141.93,7503240,54.85,15.28,4863711,10649308,0.83,49337,0,0,0,4.65,1,47.99,42.17,0.13,2.1,0,40.0,0.0,0,13.0,0,1,0,0
1587,-0.0066949311085906,-0.0243198340594394,-0.0225493776800976,-0.0192188094396362,-0.0661885431413198,-0.044714803859812,-0.0439142557765842,-0.0536646648102742,-0.0321909255287664,-0.0313903774455386,0.0018676776410778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,25.13,940.0,96.0,0.0,4.0,25.13,69.0,203.0,2.0,0.8,0.0,0.02,0.51,0.0,0.0,96.0,3.0,0.0,0.0,4.0,202.0,74.18,24527.42,5.48,0.0,0.69,0.32,78.28,0.0,0.0,0.0,92126,1.13,60.73,0,384390,8.55,100915,6.55,-28559,463659,0,60758,997642,13.55,47320,798,6.15,23.25,1507967,1581783,104.4,328013,30.04,6.16,4.34,4.34,1223459,6.39,5.88,8.82,0,47229,101906,264868,128743,-126573,365971,183935,129.47,1496876,55.73,6.17,1964723,1938019,0.99,-8480,0,0,0,0.0,16,14.04,28.48,0.46,0.0,0,14.29,0.0,0,3.0,1,0,0,0
1589,-0.0160379718564186,-0.0282502306267726,-0.0350598090102503,-0.0351231304113934,-0.0568703267432345,-0.053825190109218,-0.0336332035418896,-0.0377851681882597,-0.0347400315542432,-0.0145480449869147,0.0047671200200392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.7,29.35,4503.0,55.0,0.0,1.0,29.35,111.0,55.0,0.0,0.16,0.0,0.04,0.0,0.0,0.0,55.0,11.0,0.0,0.0,1.0,55.0,70.58,246817.54,16.28,0.0,0.06,0.24,602.93,1.0,0.0,0.0,-282401,0.81,73.44,0,2216910,0.0,4430369,-1.15,-1055522,3531252,139585,295623,1894407,-1.46,2816575,26037,-3.4,12.85,5773112,6913563,62.79,927648,0.0,2.61,0.96,0.96,12182192,20.21,-0.64,-5.73,0,241117,174463,4612345,-76467,-2421109,2488609,2392205,112.88,8316283,59.94,-6.39,6624293,9387269,1.34,110072,0,0,0,1.23,0,26.91,11.11,0.42,0.49,0,9.09,0,0,9.0,0,1,0,0
1590,-0.0084588869877879,-0.0376670881307883,-0.0861757942310236,0.00557734663814,-0.0196288906377756,-0.0333858503823986,-0.0246655793755369,-0.0336651242637035,-0.0474220840083265,-0.0387018130014648,-0.0035245841141323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,71.2,180.0,88.0,-1.0,1.0,73.71,200.0,88.0,0.0,0.25,13.0,0.02,0.0,2.0,-1.0,89.0,10.0,0.0,-1.0,1.0,89.0,26.27,144710.17,0.36,3.0,0.02,5.56,8039.45,0.0,2.29,0.22,3769762,3.85,99.9,0,4258508,18.34,0,28.81,-352686,8536171,44580,879438,6942271,15.17,-651836,76133,27.6,45.38,10820108,146399268,40.7,3282004,22.99,3.3,1.83,1.83,31500027,13.42,11.09,30.62,0,543778,136313,708715,5706409,-3173704,21525234,1032881,152.97,13658943,27.42,23.58,19808521,20893679,1.24,-60016,0,0,0,0,0,34.92,4.05,0.04,0,0,33.33,0,0,11.0,0,1,0,0
1598,-0.0179313607179829,-0.0404619650162419,-0.0480977001194126,-0.0457130058234418,-0.0701130242339257,-0.0570953618716745,-0.0628619240704644,-0.0423313791284667,-0.0293137167662155,-0.0350802789650054,0.0011751738097497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7,36.44,2597.0,41.0,0.0,3.0,36.44,134.0,104.0,0.0,0.05,0.0,0.93,0.0,0.0,0.0,41.0,312.0,0.0,0.0,3.0,104.0,63.33,99966.84,7.75,0.0,0.23,12.01,12009.88,7.0,0.0,0.0,463250,1.41,40.72,-426290,746784,0.0,821364,-10.13,-68998,1163503,1371551,173045,2967231,3.02,-849522,746,8.84,26.84,3677055,5304209,99.26,1830177,0.0,4.77,5.99,5.99,5608316,-11.58,1.12,-0.86,94920,67700,23567,1460871,-508964,-179832,790651,799015,100.27,5241205,61.69,-0.88,5026355,5255347,1.29,100252,0,0,0,8.41,0,37.27,8.8,1.6,3.22,0,0,0.0,0,5.0,0,1,0,0
1603,0.0101139120959933,0.0050158371292965,-0.0127692412051283,-0.0223014085439315,-0.0401773925174035,-0.0426367122172492,-0.0306852751112709,-0.0077620718774787,-0.0102213915773244,0.0017300455286538,0.0035367523869334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,27.15,2991.0,33.0,6.0,1.0,27.9,192.0,33.0,0.0,0.24,0.0,0.23,0.0,0.0,1.0,39.0,108.0,0.0,6.0,1.0,39.0,71.93,80091.5,6.24,0.0,0.17,3.61,2891.97,0.0,0.76,0.0,-371293,0.87,115.36,-2244172,133079,12.89,0,10.36,-148935,1465936,748,-229736,1284304,0.73,362288,2028,-13.36,14.36,2103666,5003057,47.43,113243,17.43,2.56,1.92,1.92,4623412,7.62,0.47,13.43,0,0,23081,764653,254463,-83357,5705345,469048,169.79,2778806,37.93,11.09,2456450,4718185,0.8,1,0,0,0,22.2,0,49.24,12.55,0,13.78,0,25.0,0,0,53.0,0,1,0,0
1604,-0.0082448713673302,-0.0395152577556287,-0.0454969153536501,-0.0537853844761866,-0.0581727834364113,-0.0617217697881791,-0.0586520246704765,-0.0126322703275549,-0.0161812566793227,-0.0131115115616201,0.0016521000836895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.35,30.72,695.0,37.0,2.0,4.0,31.57,387.0,327.0,0.0,0.06,0.0,0.0,0.0,0.0,1.0,39.0,4.0,11.0,2.0,4.0,295.0,68.4,19009.43,0.72,0.0,0.03,0.58,109.41,0.0,0.85,0.0,591703,1.28,61.74,-825830,755742,11.02,660000,7.34,-261226,743219,50745,-44641,1600570,7.01,-103811,1175,20.68,16.6,5813222,10125280,28.28,645691,20.48,9.94,9.98,9.98,9581987,-3.47,4.52,11.52,0,79100,156025,2073560,511272,-379674,4854830,629587,127.27,2860699,37.32,9.16,6970185,3640744,1.05,6125,0,0,0,45.76,0,26.92,5.5,0.44,28.69,0,0,0.0,0,50.0,0,1,0,0
1605,0.0145336884178719,-0.025444930495611,-0.0424896003208735,-0.0427697511865084,-0.0718525268728489,-0.0929644434601684,-0.1336074411985875,-0.0145490872684686,-0.0356610038557881,-0.0763040015942072,0.0051701107131507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,32.95,43439.0,-16130.0,-490.0,-2.0,35.11,3731.0,-32651.0,14.0,1.02,157.0,1.34,0.04,4.0,-1.0,-16615.0,11532.0,3024.0,-490.0,-2.0,-33018.0,64.75,1375847.79,5.06,3.0,0.14,26.55,365254.19,531.0,2.16,0.01,10434246,1.2,100.29,0,23349669,6.9,32892656,5.98,2431236,22097388,4452726,-2707093,26036310,13.49,10198493,130909,21.65,10.16,122782294,151118946,37.41,5715006,18.91,10.17,3.63,3.63,139520900,28.23,7.82,16.84,0,155705,1614539,48395439,8168139,-8156703,61123500,14902124,177.86,48204391,42.88,13.66,136665439,85737002,0.95,486052,0,0,0,56.24,1,29.85,13.78,0.08,32.12,0,0,100.05,0,49.0,0,1,0,0
1608,-0.0279766371593085,-0.0772253860267292,-0.1097727372586159,-0.1052313098756479,-0.1394142041562083,-0.1453101559439641,-0.1339108618555433,-0.0621595314398688,-0.0680554832276247,-0.0566561891392038,0.001857054250807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,34.44,6168.0,124.0,28.0,3.0,37.76,633.0,373.0,3.0,0.11,0.0,0.05,0.62,0.0,1.0,152.0,78.0,0.0,28.0,3.0,398.0,61.52,89414.41,3.9,0.0,0.72,1.26,1130.73,1.0,3.32,0.0,-111349,1.18,60.94,-968671,532353,11.22,0,2.72,-26611,1496238,606,882,4189200,-1.16,141499,45,-2.4,4.43,7952580,7972940,72.32,141885,0.0,7.43,11.9,11.9,6239438,3.36,-0.72,0.01,0,0,196561,1005284,226607,148822,1194624,487220,156.55,4645055,41.82,-1.19,8321072,7271892,0.69,0,0,0,1,35.12,0,21.22,33.58,0.01,20.43,0,0.0,0.0,0,33.0,0,1,0,0
1609,-0.0276732981025133,-0.0740899089130649,-0.1075201435902961,-0.087856510461157,-0.136375925313711,-0.1301874536239485,-0.1132797089764226,-0.0761927129550673,-0.0700042412653048,-0.0530964966177789,0.0011873701440983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,26.5,17315.0,417.0,34.0,3.0,27.31,646.0,1741.0,2.0,0.47,0.0,0.48,0.07,0.0,3.0,451.0,768.0,0.0,58.0,3.0,1799.0,72.55,375643.73,10.72,0.0,0.14,4.44,16661.53,0.0,0.81,0.0,-150062,1.24,92.56,-34325,5466443,16.31,10329326,2.96,-86246,4152065,875,54897,5521997,5.54,2648148,14906,-1.22,7.68,18744870,12460612,81.28,954260,16.21,6.33,1.81,4.92,20226967,13.63,1.8,3.49,0,48112,744811,13760644,600132,-2173482,2189037,772939,144.11,12323740,68.67,2.93,20303250,17759587,1.57,142578,0,0,0,56.76,3,10.08,5.53,0.11,17.78,0,18.75,0.0,0,33.0,0,1,0,0
1611,0.00011595218805,0.0066707884213112,0.0052246018759788,0.0249674553895281,0.0071157908474729,0.0038571862703708,0.0111437898953592,-0.0177357123540051,-0.0209943169311072,-0.0137077133061188,0.0006790588154185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,27.38,11975.0,-205.0,5.0,-6.0,27.54,323.0,-5812.0,1.0,0.76,0.0,0.55,0.04,0.0,1.0,-200.0,444.0,0.0,5.0,-6.0,-5842.0,72.34,205644.28,14.84,0.0,0.13,3.71,7624.72,14.0,0.15,0.0,132748,1.16,183.74,0,548209,68.21,0,4.95,-48999,236640,0,-18114,513240,1.03,-288256,3403,13.54,27.7,851910,4873299,17.9,268128,12.64,5.61,5.3,5.3,3011129,-11.34,0.8,6.04,0,3004,23304,168091,58286,133517,1005846,217279,237.42,980251,21.51,5.28,1178324,2327275,0.96,648,0,0,0,47.12,0,24.39,6.14,0.03,36.99,0,0,0.0,0,31.0,0,1,0,0
1612,-0.0189549688344694,-0.0400920633470966,-0.0696129650435746,-0.0816277653540616,-0.0932656456415245,-0.1064102546650684,-0.09736075968738,-0.0305928491219323,-0.0437374581454762,-0.0346879631677878,0.0043331716340367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.75,40.75,3292.0,13.0,1.0,4.0,40.85,316.0,422.0,1.0,0.19,0.0,0.16,0.19,0.0,2.0,14.0,124.0,17.0,2.0,4.0,379.0,58.92,54852.62,4.17,0.0,0.23,3.77,2066.14,0.0,0.1,0.0,-233049,0.67,410.99,0,1709952,16.74,0,8.54,-220107,1061011,0,-219705,2095180,0.03,-886065,2588,-31.54,12.52,4004429,4677984,45.52,181997,44.18,7.68,18.92,18.92,2680569,13.79,0.02,8.68,0,0,76,181098,391012,-75551,3799992,317672,700.14,738981,11.71,4.84,4577438,5173875,0.0,5387,0,0,0,17.29,1,17.67,12.41,0.03,15.27,0,57.14,0.0,0,28.0,1,0,0,0
1614,-0.0092696840373797,-0.0198924028148711,-0.0281775876112689,-0.0284308489809486,-0.0365937755513841,-0.0357800589543571,-0.0222896167783814,-0.0174326106078152,-0.0166188940107882,-0.0031284518348126,-0.0011493303000267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.95,42.11,228.0,8.0,2.0,1.0,42.51,269.0,8.0,0.0,0.14,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,1.0,10.0,57.48,8195.6,0.34,0.0,0.01,0.0,0.0,0.0,0.4,0.0,101172,1.73,98.33,-132298,82099,23.64,0,5.85,69078,368087,0,42872,1465443,5.07,-321098,1173,9.04,18.16,4035652,9418955,33.47,606792,19.12,18.26,3.52,3.52,4411605,2.86,4.0,5.92,0,52028,0,458670,288562,220654,2519594,384779,236.23,1119758,22.37,4.79,4931006,2645255,2.65,0,0,0,0,41.84,0,11.94,33.38,0.0,32.48,0,50,0.0,0,24.0,0,1,0,0
1615,-0.0064706524361738,-0.0318312116215226,-0.031958822970789,-0.0394861588099583,-0.0634298305984934,-0.0490942114525153,-0.0272020665583237,-0.0304143242247089,-0.0160787050787308,0.0058134398154608,0.0006910639997316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,7.14,684.0,-1.0,0.0,-2.0,7.14,138.0,-5.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,2.0,0.0,-2.0,-5.0,92.81,21534.37,1.99,0.0,0.04,0.15,31.48,1.0,0.0,0.0,201832,1.75,112.09,0,115907,9.39,178947,8.84,-163111,587554,1,-90455,639124,7.19,-358461,183,22.65,13.01,2689323,4137696,51.92,128966,20.9,6.66,6.66,9.33,1791681,-4.51,4.94,10.8,0,7425,16145,225909,273137,42426,1037267,284187,189.42,891050,32.1,8.54,3091426,1687823,0.72,0,0,0,0,25.32,0,36.11,16.67,0.08,17.19,0,30.0,0.0,0,21.0,0,1,0,0
1616,-0.0287409292938106,-0.0391363715472209,-0.0761263860740759,-0.0561411065658273,-0.1107801026135281,-0.1079136378660669,-0.0784308638853562,-0.0833799253415114,-0.0805134605940502,-0.0510306866133395,0.0054931298619727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39,8.85,0.0,-23.0,-1.0,-7.0,9.06,194.0,-263.0,0.0,0.13,0.0,0.0,0.0,0.0,-1.0,-24.0,0.0,0.0,-1.0,-7.0,-264.0,90.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,-184038,0.93,55.25,-85077,168284,182.71,130000,2.35,-47083,717943,0,54458,1350677,0.38,102283,604,-11.21,7.32,2613275,1491057,129.41,139943,0.0,5.86,0,0,960078,6.23,0.18,-1.58,0,16813,1314,146071,66354,-120723,-213247,417733,147.8,1641294,52.79,-1.72,2819572,2425845,1.72,77267,0,0,0,2.93,0,24.87,10.44,0,1.38,0,50.0,0,0,21.0,0,1,0,0
1617,-0.0069339451381057,-0.0275532987191893,-0.030861396780166,-0.0471402918381865,-0.0564853315700728,-0.0660352252198476,-0.0449130711557855,-0.016278984869992,-0.0258288785197668,-0.0047067244557046,0.0003267102135116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15,6.25,427.0,1.0,0.0,1.0,6.25,158.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,93.37,6463.71,1.08,0.0,0.38,0.0,0.0,0.0,0.0,0.0,240179,1.11,197.36,0,654043,20.99,72000,-0.75,-85373,718540,0,54693,395099,5.7,-345190,1234,30.01,7.36,2542338,2365995,51.41,222671,27.43,4.49,5.49,5.49,1284752,-10.15,3.38,3.12,0,15371,0,336955,-20694,-209493,464643,92411,252.24,800364,34.43,2.27,2744315,2018876,0.87,71789,0,0,0,0.08,12,23.4,46.17,0.74,0.05,0,0.0,0.0,0,21.0,0,1,0,0
1618,-0.0214369208663055,-0.0343354105056044,-0.0376807431909802,-0.040100906155659,-0.0642512885124505,-0.0624447199365209,-0.0587570776809359,-0.045587303223097,-0.0437807346471674,-0.0400930923915824,0.0046644798203351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15,11.36,4548.0,-9.0,0.0,-2.0,11.36,193.0,-14.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,-9.0,1.0,9.0,0.0,-2.0,-14.0,88.57,55018.52,9.44,0.0,0.07,0.02,12.1,0.0,0.0,0.0,-219849,0.62,164.4,0,173070,10.33,0,6.15,139442,703105,0,-104016,994814,1.26,179109,283,-30.76,9.63,1848565,2620598,40.45,71196,17.84,5.23,3.68,3.68,2457971,-2.12,1.12,9.36,0,2629,6069,44889,125762,36480,1896508,209576,349.68,714804,15.32,7.69,2045523,2499499,0.76,825,0,0,0,25.62,1,17.93,35.37,0.34,21.7,0,0,0.0,0,21.0,1,0,0,0
