"Date","Price","Open","High","Low","Change %"
"Mar 15, 2021","0.400","0.400","0.400","0.400","0.00%"
"Mar 12, 2021","0.400","0.405","0.405","0.400","-1.23%"
"Mar 11, 2021","0.405","0.405","0.405","0.405","0.00%"
"Mar 10, 2021","0.405","0.400","0.405","0.400","1.25%"
"Mar 09, 2021","0.400","0.390","0.400","0.390","2.56%"
"Mar 08, 2021","0.390","0.390","0.390","0.390","0.00%"
"Mar 05, 2021","0.390","0.370","0.390","0.370","5.41%"
"Mar 04, 2021","0.370","0.360","0.370","0.360","2.78%"
"Mar 03, 2021","0.360","0.365","0.365","0.360","-1.37%"
"Mar 02, 2021","0.365","0.335","0.365","0.335","8.96%"
"Mar 01, 2021","0.335","0.335","0.335","0.335","0.00%"
"Feb 26, 2021","0.335","0.335","0.335","0.335","0.00%"
"Feb 25, 2021","0.335","0.360","0.360","0.335","-6.94%"
"Feb 24, 2021","0.360","0.365","0.365","0.360","-1.37%"
"Feb 23, 2021","0.365","0.332","0.365","0.332","9.94%"
"Feb 22, 2021","0.332","0.332","0.332","0.332","0.00%"
"Feb 19, 2021","0.332","0.327","0.332","0.327","1.53%"
"Feb 18, 2021","0.327","0.345","0.345","0.327","-5.22%"
"Feb 17, 2021","0.345","0.320","0.345","0.320","7.81%"
"Feb 16, 2021","0.320","0.320","0.320","0.320","0.00%"
"Feb 15, 2021","0.320","0.320","0.320","0.320","0.00%"
"Feb 12, 2021","0.320","0.320","0.320","0.320","0.00%"
"Feb 11, 2021","0.320","0.320","0.320","0.320","0.00%"
"Feb 10, 2021","0.320","0.320","0.320","0.320","0.00%"
"Feb 09, 2021","0.320","0.320","0.320","0.320","0.00%"
"Feb 08, 2021","0.320","0.320","0.320","0.320","0.00%"
"Feb 05, 2021","0.320","0.320","0.320","0.320","0.00%"
"Feb 04, 2021","0.320","0.310","0.320","0.310","3.23%"
"Feb 03, 2021","0.310","0.310","0.310","0.310","0.00%"
"Feb 02, 2021","0.310","0.315","0.315","0.310","-1.59%"
"Feb 01, 2021","0.315","0.305","0.315","0.305","3.28%"
"Jan 29, 2021","0.305","0.315","0.315","0.305","-3.17%"
"Jan 28, 2021","0.315","0.315","0.315","0.315","0.00%"
"Jan 27, 2021","0.315","0.320","0.320","0.315","-1.56%"
"Jan 26, 2021","0.320","0.310","0.320","0.310","3.23%"
"Jan 25, 2021","0.310","0.305","0.310","0.305","1.64%"
"Jan 22, 2021","0.305","0.300","0.305","0.300","1.67%"
"Jan 21, 2021","0.300","0.310","0.310","0.300","-3.23%"
"Jan 20, 2021","0.310","0.305","0.310","0.305","1.64%"
"Jan 19, 2021","0.305","0.300","0.305","0.300","1.67%"
"Jan 18, 2021","0.300","0.310","0.310","0.300","-3.23%"
"Jan 15, 2021","0.310","0.305","0.310","0.305","1.64%"
"Jan 14, 2021","0.305","0.310","0.310","0.305","-1.61%"
"Jan 13, 2021","0.310","0.320","0.320","0.310","-3.12%"
"Jan 12, 2021","0.320","0.325","0.325","0.320","-1.54%"
"Jan 11, 2021","0.325","0.320","0.325","0.320","1.56%"
"Jan 08, 2021","0.320","0.320","0.320","0.320","14.29%"
"Jan 07, 2021","0.280","0.270","0.280","0.270","3.70%"
"Jan 06, 2021","0.270","0.270","0.270","0.270","0.00%"
"Jan 05, 2021","0.270","0.285","0.285","0.270","-5.26%"
"Jan 04, 2021","0.285","0.295","0.295","0.285","-3.39%"
"Dec 31, 2020","0.295","0.305","0.305","0.295","-3.28%"
"Dec 30, 2020","0.305","0.300","0.305","0.300","1.67%"
"Dec 29, 2020","0.300","0.295","0.300","0.295","1.69%"
"Dec 28, 2020","0.295","0.305","0.305","0.295","-3.28%"
"Dec 25, 2020","0.305","0.305","0.305","0.305","0.00%"
"Dec 24, 2020","0.305","0.275","0.305","0.275","10.91%"
"Dec 23, 2020","0.275","0.265","0.275","0.265","3.77%"
"Dec 22, 2020","0.265","0.265","0.265","0.265","0.00%"
"Dec 21, 2020","0.265","0.265","0.265","0.265","0.00%"
"Dec 18, 2020","0.265","0.275","0.275","0.265","-3.64%"
"Dec 17, 2020","0.275","0.275","0.275","0.275","0.00%"
"Dec 16, 2020","0.275","0.270","0.275","0.270","1.85%"
"Dec 15, 2020","0.270","0.275","0.275","0.270","-1.82%"
"Dec 14, 2020","0.275","0.291","0.291","0.275","-5.50%"
"Dec 11, 2020","0.291","0.300","0.300","0.291","-3.00%"
"Dec 10, 2020","0.300","0.320","0.320","0.300","-6.25%"
"Dec 09, 2020","0.320","0.320","0.320","0.320","10.34%"
"Dec 08, 2020","0.290","0.280","0.290","0.280","3.57%"
"Dec 07, 2020","0.280","0.260","0.280","0.260","7.69%"
"Dec 04, 2020","0.260","0.250","0.260","0.250","4.00%"
"Dec 03, 2020","0.250","0.230","0.250","0.230","8.70%"
"Dec 02, 2020","0.230","0.235","0.235","0.230","-2.13%"
"Dec 01, 2020","0.235","0.240","0.240","0.235","-2.08%"
"Nov 30, 2020","0.240","0.245","0.245","0.240","-2.04%"
"Nov 27, 2020","0.245","0.230","0.245","0.230","6.52%"
"Nov 26, 2020","0.230","0.265","0.265","0.230","-13.21%"
"Nov 25, 2020","0.265","0.265","0.265","0.265","0.00%"
"Nov 24, 2020","0.265","0.260","0.265","0.260","1.92%"
"Nov 23, 2020","0.260","0.260","0.260","0.260","0.00%"
"Nov 20, 2020","0.260","0.270","0.270","0.260","-3.70%"
"Nov 19, 2020","0.270","0.270","0.270","0.270","0.00%"
"Nov 18, 2020","0.270","0.275","0.275","0.270","-1.82%"
"Nov 17, 2020","0.275","0.270","0.275","0.270","1.85%"
"Nov 16, 2020","0.270","0.285","0.285","0.270","-5.26%"
"Nov 13, 2020","0.285","0.285","0.285","0.285","0.00%"
"Nov 12, 2020","0.285","0.285","0.285","0.285","0.00%"
"Nov 11, 2020","0.285","0.280","0.285","0.280","1.79%"
"Nov 10, 2020","0.280","0.275","0.280","0.275","1.82%"
"Nov 09, 2020","0.275","0.275","0.275","0.275","0.00%"
"Nov 06, 2020","0.275","0.275","0.275","0.275","-1.79%"
"Nov 05, 2020","0.280","0.295","0.295","0.280","-5.08%"
"Nov 04, 2020","0.295","0.305","0.305","0.295","-3.28%"
"Nov 03, 2020","0.305","0.305","0.305","0.305","0.00%"
"Nov 02, 2020","0.305","0.305","0.305","0.305","-1.61%"
"Oct 30, 2020","0.310","0.300","0.310","0.300","3.33%"
"Oct 29, 2020","0.300","0.320","0.320","0.300","-6.25%"
"Oct 28, 2020","0.320","0.305","0.320","0.305","4.92%"
"Oct 27, 2020","0.305","0.305","0.305","0.305","0.00%"
"Oct 26, 2020","0.305","0.300","0.305","0.300","1.67%"
"Oct 23, 2020","0.300","0.310","0.310","0.300","-3.23%"
"Oct 22, 2020","0.310","0.300","0.310","0.300","3.33%"
"Oct 21, 2020","0.300","0.300","0.300","0.300","-3.23%"
"Oct 20, 2020","0.310","0.305","0.310","0.305","1.64%"
"Oct 19, 2020","0.305","0.300","0.305","0.300","1.67%"
"Oct 16, 2020","0.300","0.310","0.310","0.300","-3.23%"
"Oct 15, 2020","0.310","0.275","0.310","0.275","12.73%"
"Oct 14, 2020","0.275","0.305","0.305","0.275","-9.84%"
"Oct 13, 2020","0.305","0.310","0.310","0.305","-1.61%"
"Oct 12, 2020","0.310","0.310","0.310","0.310","0.00%"
"Oct 09, 2020","0.310","0.310","0.310","0.310","0.00%"
"Oct 08, 2020","0.310","0.329","0.329","0.310","-17.33%"
"Oct 07, 2020","0.375","0.385","0.385","0.375","-2.60%"
"Oct 06, 2020","0.385","0.380","0.385","0.380","1.32%"
"Oct 05, 2020","0.380","0.385","0.385","0.380","-1.30%"
"Oct 02, 2020","0.385","0.385","0.385","0.385","0.00%"
"Oct 01, 2020","0.385","0.385","0.385","0.385","0.00%"
"Sep 30, 2020","0.385","0.405","0.405","0.385","-4.94%"
"Sep 29, 2020","0.405","0.410","0.410","0.405","-1.22%"
"Sep 28, 2020","0.410","0.410","0.410","0.410","0.00%"
"Sep 25, 2020","0.410","0.415","0.415","0.410","-1.20%"
"Sep 24, 2020","0.415","0.390","0.415","0.390","6.41%"
"Sep 23, 2020","0.390","0.390","0.390","0.390","0.00%"
"Sep 22, 2020","0.390","0.385","0.390","0.385","1.30%"
"Sep 21, 2020","0.385","0.380","0.385","0.380","1.32%"
"Sep 18, 2020","0.380","0.390","0.390","0.380","-2.56%"
"Sep 17, 2020","0.390","0.390","0.390","0.390","0.00%"
"Sep 16, 2020","0.390","0.405","0.405","0.390","-3.70%"
"Sep 15, 2020","0.405","0.405","0.405","0.405","0.00%"
"Sep 14, 2020","0.405","0.380","0.405","0.380","6.58%"
"Sep 11, 2020","0.380","0.385","0.385","0.380","-1.30%"
"Sep 10, 2020","0.385","0.390","0.390","0.385","-1.28%"
"Sep 09, 2020","0.390","0.395","0.395","0.390","-1.27%"
"Sep 08, 2020","0.395","0.395","0.395","0.395","0.00%"
"Sep 07, 2020","0.395","0.390","0.395","0.390","1.28%"
"Sep 04, 2020","0.390","0.380","0.390","0.380","2.63%"
"Sep 03, 2020","0.380","0.380","0.380","0.380","0.00%"
"Sep 02, 2020","0.380","0.390","0.390","0.380","-2.56%"
"Sep 01, 2020","0.390","0.385","0.390","0.385","1.30%"
"Aug 31, 2020","0.385","0.390","0.390","0.385","-1.28%"
"Aug 28, 2020","0.390","0.375","0.390","0.375","4.00%"
"Aug 27, 2020","0.375","0.390","0.390","0.375","-3.85%"
"Aug 26, 2020","0.390","0.370","0.390","0.370","5.41%"
"Aug 25, 2020","0.370","0.365","0.370","0.365","1.37%"
"Aug 24, 2020","0.365","0.370","0.370","0.365","-1.35%"
"Aug 21, 2020","0.370","0.365","0.370","0.365","1.37%"
"Aug 20, 2020","0.365","0.365","0.365","0.365","0.00%"
"Aug 19, 2020","0.365","0.370","0.370","0.365","-1.35%"
"Aug 18, 2020","0.370","0.370","0.370","0.370","0.00%"
"Aug 17, 2020","0.370","0.365","0.370","0.365","1.37%"
"Aug 14, 2020","0.365","0.360","0.365","0.360","1.39%"
"Aug 13, 2020","0.360","0.355","0.360","0.355","1.41%"
"Aug 12, 2020","0.355","0.350","0.355","0.350","1.43%"
"Aug 11, 2020","0.350","0.345","0.350","0.345","1.45%"
"Aug 10, 2020","0.345","0.365","0.365","0.345","-5.48%"
"Aug 07, 2020","0.365","0.365","0.365","0.365","7.35%"
"Aug 06, 2020","0.340","0.345","0.345","0.340","-1.45%"
"Aug 05, 2020","0.345","0.350","0.350","0.345","-1.43%"
"Aug 04, 2020","0.350","0.365","0.365","0.350","-4.11%"
"Aug 03, 2020","0.365","0.365","0.365","0.365","0.00%"
"Jul 31, 2020","0.365","0.365","0.365","0.365","0.00%"
"Jul 30, 2020","0.365","0.370","0.370","0.365","-1.35%"
"Jul 29, 2020","0.370","0.370","0.370","0.370","0.00%"
"Jul 28, 2020","0.370","0.370","0.370","0.370","0.00%"
"Jul 27, 2020","0.370","0.365","0.370","0.365","1.37%"
"Jul 24, 2020","0.365","0.370","0.370","0.365","-1.35%"
"Jul 23, 2020","0.370","0.375","0.375","0.370","-1.33%"
"Jul 22, 2020","0.375","0.375","0.375","0.375","0.00%"
"Jul 21, 2020","0.375","0.375","0.375","0.375","0.00%"
"Jul 20, 2020","0.375","0.385","0.385","0.375","-2.60%"
"Jul 17, 2020","0.385","0.395","0.395","0.385","-2.53%"
"Jul 16, 2020","0.395","0.395","0.395","0.395","0.00%"
"Jul 15, 2020","0.395","0.400","0.400","0.395","-1.25%"
"Jul 14, 2020","0.400","0.395","0.400","0.395","1.27%"
"Jul 13, 2020","0.395","0.395","0.395","0.395","0.00%"
"Jul 10, 2020","0.395","0.395","0.395","0.395","0.00%"
"Jul 09, 2020","0.395","0.395","0.395","0.395","0.00%"
"Jul 08, 2020","0.395","0.395","0.395","0.395","0.00%"
"Jul 07, 2020","0.395","0.395","0.395","0.395","0.00%"
"Jul 06, 2020","0.395","0.395","0.395","0.395","0.00%"
"Jul 03, 2020","0.395","0.400","0.400","0.395","-1.25%"
"Jul 02, 2020","0.400","0.395","0.400","0.395","1.27%"
"Jul 01, 2020","0.395","0.395","0.395","0.395","0.00%"
"Jun 30, 2020","0.395","0.390","0.395","0.390","1.28%"
"Jun 29, 2020","0.390","0.400","0.400","0.390","-2.50%"
"Jun 26, 2020","0.400","0.400","0.400","0.400","0.00%"
"Jun 25, 2020","0.400","0.400","0.400","0.400","0.00%"
"Jun 24, 2020","0.400","0.405","0.405","0.400","-1.23%"
"Jun 23, 2020","0.405","0.400","0.405","0.400","1.25%"
"Jun 22, 2020","0.400","0.400","0.400","0.400","0.00%"
"Jun 19, 2020","0.400","0.395","0.400","0.395","1.27%"
"Jun 18, 2020","0.395","0.400","0.400","0.395","-1.25%"
"Jun 17, 2020","0.400","0.405","0.405","0.400","-1.23%"
"Jun 16, 2020","0.405","0.405","0.405","0.405","0.00%"
"Jun 15, 2020","0.405","0.395","0.405","0.395","2.53%"
"Jun 12, 2020","0.395","0.415","0.415","0.395","-4.82%"
"Jun 11, 2020","0.415","0.430","0.430","0.415","-3.49%"
"Jun 10, 2020","0.430","0.430","0.430","0.430","0.00%"
"Jun 09, 2020","0.430","0.397","0.430","0.397","8.31%"
"Jun 08, 2020","0.397","0.485","0.485","0.397","-18.14%"
"Jun 05, 2020","0.485","0.480","0.485","0.480","1.04%"
"Jun 04, 2020","0.480","0.475","0.480","0.475","1.05%"
"Jun 03, 2020","0.475","0.470","0.475","0.470","1.06%"
"Jun 02, 2020","0.470","0.470","0.470","0.470","0.00%"
"Jun 01, 2020","0.470","0.465","0.470","0.465","1.08%"
"May 29, 2020","0.465","0.470","0.470","0.465","-1.06%"
"May 28, 2020","0.470","0.470","0.470","0.470","0.00%"
"May 27, 2020","0.470","0.470","0.470","0.470","0.00%"
"May 26, 2020","0.470","0.465","0.470","0.465","1.08%"
"May 25, 2020","0.465","0.465","0.465","0.465","0.00%"
"May 22, 2020","0.465","0.465","0.465","0.465","0.00%"
"May 21, 2020","0.465","0.475","0.475","0.465","-2.11%"
"May 20, 2020","0.475","0.470","0.475","0.470","1.06%"
"May 19, 2020","0.470","0.460","0.470","0.460","2.17%"
"May 18, 2020","0.460","0.455","0.460","0.455","1.10%"
"May 15, 2020","0.455","0.455","0.455","0.455","0.00%"
"May 14, 2020","0.455","0.470","0.470","0.455","-3.19%"
"May 13, 2020","0.470","0.470","0.470","0.470","0.00%"
"May 12, 2020","0.470","0.470","0.470","0.470","0.00%"
"May 11, 2020","0.470","0.465","0.470","0.465","1.08%"
"May 08, 2020","0.465","0.475","0.475","0.465","-2.11%"
"May 07, 2020","0.475","0.475","0.475","0.475","0.00%"
"May 06, 2020","0.475","0.470","0.475","0.470","1.06%"
"May 05, 2020","0.470","0.470","0.470","0.470","0.00%"
"May 04, 2020","0.470","0.480","0.480","0.470","-2.08%"
"May 01, 2020","0.480","0.480","0.480","0.480","0.00%"
"Apr 30, 2020","0.480","0.470","0.480","0.470","2.13%"
"Apr 29, 2020","0.470","0.475","0.475","0.470","-1.05%"
"Apr 28, 2020","0.475","0.460","0.475","0.460","3.26%"
"Apr 27, 2020","0.460","0.445","0.460","0.445","3.37%"
"Apr 24, 2020","0.445","0.455","0.455","0.445","-2.20%"
"Apr 23, 2020","0.455","0.470","0.470","0.455","-3.19%"
"Apr 22, 2020","0.470","0.480","0.480","0.470","-2.08%"
"Apr 21, 2020","0.480","0.505","0.505","0.480","-4.95%"
"Apr 20, 2020","0.505","0.495","0.505","0.495","2.02%"
"Apr 17, 2020","0.495","0.480","0.495","0.480","3.13%"
"Apr 16, 2020","0.480","0.495","0.495","0.480","-3.03%"
"Apr 15, 2020","0.495","0.510","0.510","0.495","-2.94%"
"Apr 14, 2020","0.510","0.510","0.510","0.510","0.00%"
"Apr 13, 2020","0.510","0.505","0.510","0.505","0.99%"
"Apr 10, 2020","0.505","0.505","0.505","0.505","0.00%"
"Apr 09, 2020","0.505","0.520","0.520","0.505","-2.88%"
"Apr 08, 2020","0.520","0.495","0.520","0.495","5.05%"
"Apr 07, 2020","0.495","0.470","0.495","0.470","5.32%"
"Apr 06, 2020","0.470","0.450","0.470","0.450","4.44%"
"Apr 03, 2020","0.450","0.450","0.450","0.450","0.00%"
"Apr 02, 2020","0.450","0.450","0.450","0.450","0.00%"
"Apr 01, 2020","0.450","0.480","0.480","0.450","-6.25%"
"Mar 31, 2020","0.480","0.460","0.480","0.460","4.35%"
"Mar 30, 2020","0.460","0.480","0.480","0.460","-4.17%"
"Mar 27, 2020","0.480","0.510","0.510","0.480","-5.88%"
"Mar 26, 2020","0.510","0.530","0.530","0.510","-3.77%"
"Mar 25, 2020","0.530","0.505","0.530","0.505","4.95%"
"Mar 24, 2020","0.505","0.475","0.505","0.475","6.32%"
"Mar 23, 2020","0.475","0.520","0.520","0.475","-8.65%"
"Mar 20, 2020","0.520","0.665","0.665","0.520","-21.80%"
"Mar 19, 2020","0.665","0.565","0.665","0.565","17.70%"
"Mar 18, 2020","0.565","0.500","0.565","0.500","13.00%"
"Mar 17, 2020","0.500","0.465","0.500","0.465","7.53%"
"Mar 16, 2020","0.465","0.490","0.490","0.465","-5.10%"
"Mar 13, 2020","0.490","0.440","0.490","0.440","11.36%"
"Mar 12, 2020","0.440","0.450","0.450","0.440","-2.22%"
"Mar 11, 2020","0.450","0.450","0.450","0.450","0.00%"
"Mar 10, 2020","0.450","0.435","0.450","0.435","3.45%"
"Mar 09, 2020","0.435","0.475","0.475","0.435","-8.42%"
"Mar 06, 2020","0.475","0.490","0.490","0.475","-3.06%"
"Mar 05, 2020","0.490","0.475","0.490","0.475","3.16%"
"Mar 04, 2020","0.475","0.498","0.498","0.475","-4.52%"
"Mar 03, 2020","0.498","0.498","0.498","0.498","0.00%"
"Mar 02, 2020","0.498","0.507","0.507","0.498","-1.97%"
"Feb 28, 2020","0.507","0.507","0.507","0.507","0.00%"
"Feb 27, 2020","0.507","0.517","0.517","0.507","-1.93%"
"Feb 26, 2020","0.517","0.512","0.517","0.512","0.98%"
"Feb 25, 2020","0.512","0.522","0.522","0.512","-1.91%"
"Feb 24, 2020","0.522","0.512","0.522","0.512","1.95%"
"Feb 21, 2020","0.512","0.533","0.533","0.512","-3.76%"
"Feb 20, 2020","0.533","0.533","0.533","0.533","0.00%"
"Feb 19, 2020","0.533","0.522","0.533","0.522","1.91%"
"Feb 18, 2020","0.522","0.563","0.563","0.522","-7.11%"
"Feb 17, 2020","0.563","0.572","0.572","0.563","-1.75%"
"Feb 14, 2020","0.572","0.572","0.572","0.572","0.00%"
"Feb 13, 2020","0.572","0.577","0.577","0.572","-0.87%"
"Feb 12, 2020","0.577","0.577","0.577","0.577","0.00%"
"Feb 11, 2020","0.577","0.563","0.577","0.563","2.67%"
"Feb 10, 2020","0.563","0.563","0.563","0.563","0.00%"
"Feb 07, 2020","0.563","0.572","0.572","0.563","-1.75%"
"Feb 06, 2020","0.572","0.577","0.577","0.572","-0.87%"
"Feb 05, 2020","0.577","0.572","0.577","0.572","0.87%"
"Feb 04, 2020","0.572","0.567","0.572","0.567","0.88%"
"Feb 03, 2020","0.567","0.577","0.577","0.567","-1.73%"
"Jan 31, 2020","0.577","0.563","0.577","0.563","2.67%"
"Jan 30, 2020","0.563","0.598","0.598","0.563","-5.86%"
"Jan 29, 2020","0.598","0.598","0.598","0.598","0.00%"
"Jan 28, 2020","0.598","0.598","0.598","0.598","0.00%"
"Jan 27, 2020","0.598","0.598","0.598","0.598","0.00%"
"Jan 24, 2020","0.598","0.598","0.598","0.598","0.00%"
"Jan 23, 2020","0.598","0.598","0.598","0.598","0.00%"
"Jan 22, 2020","0.598","0.598","0.598","0.598","0.00%"
"Jan 21, 2020","0.598","0.598","0.598","0.598","0.00%"
"Jan 20, 2020","0.598","0.587","0.598","0.587","1.70%"
"Jan 17, 2020","0.587","0.608","0.608","0.587","-3.29%"
"Jan 16, 2020","0.608","0.608","0.608","0.608","0.00%"
"Jan 15, 2020","0.608","0.623","0.623","0.608","-2.41%"
"Jan 14, 2020","0.623","0.632","0.632","0.623","-1.58%"
"Jan 13, 2020","0.632","0.618","0.632","0.618","2.43%"
"Jan 10, 2020","0.618","0.627","0.627","0.618","-1.59%"
"Jan 09, 2020","0.627","0.623","0.627","0.623","0.80%"
"Jan 08, 2020","0.623","0.623","0.623","0.623","0.00%"
"Jan 07, 2020","0.623","0.623","0.623","0.623","0.00%"
"Jan 06, 2020","0.623","0.632","0.632","0.623","-1.58%"
"Jan 03, 2020","0.632","0.632","0.632","0.632","-3.07%"
"Jan 02, 2020","0.652","0.652","0.652","0.652","0.00%"
"Jan 01, 2020","0.652","0.652","0.652","0.652","0.00%"
"Dec 31, 2019","0.652","0.652","0.652","0.652","0.00%"
"Dec 30, 2019","0.652","0.647","0.652","0.647","0.77%"
"Dec 27, 2019","0.647","0.647","0.647","0.647","0.00%"
"Dec 26, 2019","0.647","0.637","0.647","0.637","1.57%"
"Dec 25, 2019","0.637","0.637","0.637","0.637","0.00%"
"Dec 24, 2019","0.637","0.647","0.647","0.637","-1.54%"
"Dec 23, 2019","0.647","0.642","0.647","0.642","0.78%"
"Dec 20, 2019","0.642","0.652","0.652","0.642","-1.53%"
"Dec 19, 2019","0.652","0.647","0.652","0.647","0.77%"
"Dec 18, 2019","0.647","0.652","0.652","0.647","-0.77%"
"Dec 17, 2019","0.652","0.647","0.652","0.647","0.77%"
"Dec 16, 2019","0.647","0.658","0.658","0.647","-1.52%"
"Dec 13, 2019","0.658","0.658","0.658","0.658","0.00%"
"Dec 12, 2019","0.658","0.658","0.658","0.658","0.00%"
"Dec 11, 2019","0.658","0.652","0.658","0.652","0.77%"
"Dec 10, 2019","0.652","0.663","0.663","0.652","-1.51%"
"Dec 09, 2019","0.663","0.647","0.663","0.647","2.32%"
"Dec 06, 2019","0.647","0.652","0.652","0.647","-0.77%"
"Dec 05, 2019","0.652","0.663","0.663","0.652","-1.51%"
"Dec 04, 2019","0.663","0.663","0.663","0.663","0.00%"
"Dec 03, 2019","0.663","0.668","0.668","0.663","-0.75%"
"Dec 02, 2019","0.668","0.663","0.668","0.663","0.75%"
"Nov 29, 2019","0.663","0.663","0.663","0.663","0.00%"
"Nov 28, 2019","0.663","0.663","0.663","0.663","0.00%"
"Nov 27, 2019","0.663","0.668","0.668","0.663","-0.75%"
"Nov 26, 2019","0.668","0.668","0.668","0.668","0.00%"
"Nov 25, 2019","0.668","0.668","0.668","0.668","0.00%"
"Nov 22, 2019","0.668","0.658","0.668","0.658","1.52%"
"Nov 21, 2019","0.658","0.652","0.658","0.652","0.77%"
"Nov 20, 2019","0.652","0.678","0.678","0.652","-3.69%"
"Nov 19, 2019","0.678","0.678","0.678","0.678","0.00%"
"Nov 18, 2019","0.678","0.683","0.683","0.678","-0.73%"
"Nov 15, 2019","0.683","0.673","0.683","0.673","1.49%"
"Nov 14, 2019","0.673","0.678","0.678","0.673","-0.74%"
"Nov 13, 2019","0.678","0.673","0.678","0.673","0.74%"
"Nov 12, 2019","0.673","0.673","0.673","0.673","0.00%"
"Nov 11, 2019","0.673","0.683","0.683","0.673","-1.47%"
"Nov 08, 2019","0.683","0.683","0.683","0.683","-1.09%"
"Oct 31, 2019","0.690","0.690","0.690","0.690","0.00%"
"Oct 30, 2019","0.690","0.690","0.690","0.690","0.00%"
"Oct 29, 2019","0.690","0.690","0.690","0.690","0.00%"
"Oct 28, 2019","0.690","0.690","0.690","0.690","0.00%"
"Oct 25, 2019","0.690","0.690","0.690","0.690","0.00%"
"Oct 24, 2019","0.690","0.690","0.690","0.690","0.00%"
"Oct 23, 2019","0.690","0.690","0.690","0.690","2.99%"
"Oct 22, 2019","0.670","0.690","0.690","0.670","0.00%"
"Oct 21, 2019","0.670","0.670","0.670","0.670","0.00%"
"Oct 18, 2019","0.670","0.670","0.670","0.670","1.52%"
"Oct 17, 2019","0.660","0.660","0.660","0.660","-1.49%"
"Oct 16, 2019","0.670","0.680","0.680","0.670","-2.90%"
"Oct 15, 2019","0.690","0.710","0.710","0.690","-2.82%"
"Oct 14, 2019","0.710","0.710","0.710","0.710","1.43%"
"Oct 09, 2019","0.700","0.700","0.700","0.700","-1.41%"
"Oct 08, 2019","0.710","0.710","0.710","0.710","0.00%"
"Oct 07, 2019","0.710","0.710","0.710","0.710","-2.74%"
"Oct 04, 2019","0.730","0.730","0.730","0.730","0.00%"
"Oct 03, 2019","0.730","0.730","0.730","0.730","0.00%"
"Oct 02, 2019","0.730","0.730","0.730","0.730","0.00%"
"Oct 01, 2019","0.730","0.730","0.730","0.730","1.39%"
"Sep 27, 2019","0.720","0.720","0.720","0.720","-0.41%"
"Sep 26, 2019","0.723","0.723","0.723","0.723","1.83%"
"Sep 25, 2019","0.710","0.710","0.710","0.710","-4.05%"
"Sep 24, 2019","0.740","0.740","0.740","0.740","1.37%"
"Sep 23, 2019","0.730","0.730","0.730","0.730","0.00%"
"Sep 20, 2019","0.730","0.730","0.730","0.730","1.39%"
"Sep 19, 2019","0.720","0.720","0.720","0.720","0.00%"
"Sep 18, 2019","0.720","0.720","0.720","0.720","-2.70%"
"Sep 17, 2019","0.740","0.740","0.740","0.740","2.78%"
"Sep 16, 2019","0.720","0.720","0.720","0.720","1.41%"
"Sep 12, 2019","0.710","0.710","0.710","0.710","4.41%"
"Sep 11, 2019","0.680","0.710","0.710","0.680","-4.23%"
"Sep 10, 2019","0.710","0.710","0.710","0.710","4.41%"
"Sep 09, 2019","0.680","0.680","0.680","0.680","-1.45%"
"Sep 06, 2019","0.690","0.690","0.690","0.690","1.47%"
"Sep 05, 2019","0.680","0.680","0.680","0.680","0.00%"
"Sep 04, 2019","0.680","0.680","0.680","0.680","0.00%"
"Sep 03, 2019","0.680","0.680","0.680","0.680","0.00%"
"Aug 30, 2019","0.680","0.680","0.680","0.680","0.00%"
"Aug 29, 2019","0.680","0.680","0.680","0.680","0.00%"
"Aug 28, 2019","0.680","0.680","0.680","0.680","0.00%"
"Aug 27, 2019","0.680","0.680","0.680","0.680","4.62%"
"Aug 26, 2019","0.650","0.650","0.650","0.650","-4.41%"
"Aug 23, 2019","0.680","0.680","0.680","0.680","3.03%"
"Aug 22, 2019","0.660","0.660","0.660","0.660","0.00%"
"Aug 21, 2019","0.660","0.660","0.660","0.660","0.00%"
"Aug 20, 2019","0.660","0.660","0.660","0.660","0.00%"
"Aug 19, 2019","0.660","0.660","0.660","0.660","3.13%"
"Aug 16, 2019","0.640","0.640","0.640","0.640","1.59%"
"Aug 15, 2019","0.630","0.630","0.630","0.630","-3.08%"
"Aug 14, 2019","0.650","0.650","0.650","0.650","1.56%"
"Aug 13, 2019","0.640","0.640","0.640","0.640","-3.03%"
"Aug 12, 2019","0.660","0.660","0.660","0.660","-0.75%"
"Aug 08, 2019","0.665","0.675","0.675","0.665","-1.48%"
"Aug 07, 2019","0.675","0.680","0.680","0.675","-2.17%"
"Aug 06, 2019","0.690","0.680","0.690","0.680","1.47%"
"Aug 05, 2019","0.680","0.700","0.700","0.680","-2.86%"
"Aug 02, 2019","0.700","0.700","0.700","0.700","0.00%"
"Aug 01, 2019","0.700","0.690","0.700","0.690","1.45%"
"Jul 31, 2019","0.690","0.695","0.695","0.690","-0.72%"
"Jul 30, 2019","0.695","0.695","0.695","0.695","0.00%"
"Jul 29, 2019","0.695","0.690","0.695","0.690","0.72%"
"Jul 26, 2019","0.690","0.674","0.690","0.674","2.37%"
"Jul 25, 2019","0.674","0.675","0.675","0.674","-0.15%"
"Jul 24, 2019","0.675","0.665","0.675","0.665","1.50%"
"Jul 23, 2019","0.665","0.665","0.665","0.665","0.00%"
"Jul 22, 2019","0.665","0.665","0.665","0.665","0.76%"
"Jul 19, 2019","0.660","0.660","0.660","0.660","-0.75%"
