,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
4552,-0.009510112083627,-0.0013031154333478,-0.0005330558510865,0.0191783858741887,0.0480993969855658,0.0661707987355426,0.0748317870957305,0.01941089902775,0.0374823007777267,0.0461432891379147,0.0076541797829002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,0.31,10.81,1268.0,12.0,-1.0,10.0,11.62,116.0,361.0,0.0,0.0,0.0,0.0,0.0,-1.0,11.0,0.0,1.0,-1.0,10.0,359.0,88.24,48445.72,4.37,0.0,0.14,0.0,0.0,0.0,0.81,0.0,425688,0.8,306.3,0,1768823,10.4,0,9.07,-521595,982281,0,84087,303726,49.95,6.66,-209201,20872,36.84,20.65,3479236,4176000,24.7,508092,35.69,4.15,3.08,3.08,2973262,0.75,5.01,9.14,0,297552,1161,483182,397495,-738336,3020193,673236,335.13,1155421,23.94,5.88,4384823,3872139,4.35,4898,14.29,0,100,0,14.29,9.86,0,1.67,2,0,3.83,97.5,2.01,47.94,5.39,0,1.27,4.54,14.29,0.5,0,1,0,6,3.45,0,0,0,236.4,3.0,1,0,0,0
4555,-0.0106350101613768,-0.0023922279562304,0.0079506507340866,0.0200552122983825,0.0377153926380979,0.0525043417488457,0.0567447870164738,0.0070251701783386,0.0218141192890864,0.0260545645567145,0.0021749961019806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6,0.04,19.05,432.0,2.0,0.0,1.0,19.05,67.0,2.0,0.0,0.0,0.17,0.0,0.0,0.0,2.0,29.0,0.0,0.0,1.0,2.0,80.86,21057.93,2.58,0.0,0.1,6.71,1413.61,0.0,0.0,0.0,232523,1.3,86.52,0,537852,20.19,275861,10.4,-143639,453633,10466,39606,818583,73.42,6.98,495568,3993,20.2,34.32,1039214,3397504,47.57,378424,19.43,3.85,2.95,2.95,2373387,20.54,4.23,11.17,0,105893,7051,872311,164500,-702349,1495855,176593,201.93,1151295,43.07,9.0,1582138,2324842,1.56,7048,14.29,0,100,0,14.29,9.14,0,92.22,0,64,48.43,95.92,4.87,29.1,1.93,0.36,55.94,1.14,14.29,3.38,0,1,42.86,7,0.65,0,1.68,0,30.52,4.0,0,1,0,0
4557,-0.003976417573398,-0.0033617367133029,-0.0026104582445516,0.0115913923832977,0.0204966549051049,0.0349478700898698,0.0327928480247991,0.0049288449484092,0.0193800601331741,0.0172250380681034,-0.0034648620114133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6,0.11,10.0,342.0,6.0,0.0,1.0,10.0,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,89.93,21405.13,3.44,0.0,0.07,0.0,0.0,0.0,0.0,0.0,183234,1.71,177.86,0,602269,14.56,0,13.33,-133214,647284,15994,8982,263351,97.02,9.65,-70286,4042,24.8,31.5,1021819,2499942,59.72,270973,18.28,2.39,5.57,5.57,679641,6.56,6.69,11.41,0,49924,6583,20438,198886,-147827,516818,330229,217.16,738910,33.24,9.33,1491678,1604629,1.63,49052,0,0,100,14,11.11,5.0,0,0.0,0,0,13.88,95.56,11,30.17,4.02,0.31,0.0,3.93,11.11,6.46,0,1,20,5,2.63,0,3.6,0,60,4.0,1,0,0,0
4560,-0.0107329048002453,-0.0122594501646492,-0.0025261594715563,0.0103503449546925,0.0228577004460057,0.0283985511944082,0.0241444873019916,0.0017744506910678,0.0073153014394703,0.0030612375470538,-0.0027799668813805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,0.47,59.74,127.0,-1.0,0.0,-1.0,59.74,68.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,40.26,5040.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262946,1.96,144.42,0,694866,28.82,0,9.98,-103741,590995,13233,25565,369953,89.32,6.25,112724,2915,26.76,36.24,801718,3049178,61.77,330240,27.12,1.93,2.23,2.23,764699,10.04,4.07,8.31,0,94829,0,80032,125506,-146919,555222,106165,188.66,982479,40.58,6.06,1257464,1853506,2.92,-2476,14.29,0,100.0,4,28.57,0.86,0,0,1,0,41.12,97.62,0.78,40.12,11.95,0.09,0,9.66,28.57,0.74,0,1,20,6,5.74,0,0.78,0,150.3,2.0,0,1,0,0
4562,-0.0053080060833915,-0.0009882895864516,-0.0030060959050097,0.0082913975219899,0.0249580808849456,0.0405216622407446,0.0287412473318924,0.0113586772795642,0.0269222586353631,0.015141843726511,-0.0011633895821619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15,0.02,25.0,55.0,5.0,0.0,1.0,25.0,68.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,75.0,943.53,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246578,1.29,74.85,0,278965,0.0,462017,-20.24,-17069,351771,433,3696,854194,0,-14.42,-148025,8325,20.57,23.05,506431,1222583,125.99,286477,0.0,1.43,0.0,0.0,972583,-9.94,-5.14,-23.25,0,59436,88839,590175,-133192,-218796,42609,110122,147.95,1198651,65.14,-23.17,658110,1773426,1.27,4880,14.29,0,100,13,14.29,7.29,0,30.83,3,41,40.43,97.62,0,24.35,4.56,0.27,11.33,3.13,14.29,0,0,1,20,6,1.09,0,0,0,29.98,2.0,0,1,0,0
4566,-0.0224750588305713,-0.0023495033768785,0.0072814666982046,0.0254242319812835,0.0630537352052908,0.0755330253927844,0.0650368686298088,0.015154444393436,0.0276337345809296,0.017137577817954,-0.0087524062628972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,0.14,18.55,1018.0,19.0,0.0,1.0,18.55,67.0,19.0,0.0,0.0,0.1,0.0,0.0,0.0,19.0,17.0,1.0,0.0,1.0,19.0,81.43,37663.56,6.04,0.0,0.02,1.67,628.96,0.0,0.0,0.0,313795,1.79,160.73,-10551,1478501,33.01,481082,4.38,-100219,1108524,9213,9166,789313,85.1,4.99,92379,10280,18.77,21.15,2771931,3916914,86.59,589486,14.36,3.3,2.17,2.17,1656483,6.43,2.15,3.32,0,192649,55858,1359884,153809,-263774,508370,797471,213.34,1672099,58.04,2.84,3515226,3567330,1.06,1980,42.86,0,100,11,42.86,6.43,0,80.18,3,0,21.1,97.62,1.81,33.53,2.53,4.09,45.66,4.05,42.86,2.06,0,1,9.09,6,1.7,0,0.91,0,88.77,1.0,0,1,0,0
4720,-0.0033632435415733,0.0119041661152467,0.0256235743488909,0.0252515266839165,0.0312171346392432,0.0404104384135189,0.0533055991006616,0.0026023644137534,0.0117956681880291,0.0246908288751719,-0.0033427622975622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.26,12.42,3517.0,1.0,0.0,1.0,12.42,89.0,1.0,0.0,0.0,0.88,0.0,0.0,0.0,1.0,196.0,10.0,0.0,1.0,1.0,87.54,46403.65,15.74,0.0,0.05,5.57,2586.04,0.0,0.0,0.0,103106,1.29,105.87,0,420381,10.07,284372,4.33,-110779,659823,20385,-21463,541905,0.0,6.46,-55859,1833,9.38,22.3,2457267,1472250,93.93,568483,29.51,5.08,0.0,3.08,1279277,4.48,2.69,4.57,0,106584,1496,677214,136830,-5907,296976,419333,161.6,1099445,58.14,3.22,3162668,1776710,1.42,-10230,18.18,0,100,0,36.36,4.91,0,110.12,0,23,16.6,91.18,5.01,35.1,4.72,0.72,51.43,11.68,36.36,6.52,0,1,10.0,6,4.89,0,1.67,0,149.4,4.0,0,1,0,0
4722,-0.0166396038448235,0.0093272866543444,0.002341856600068,-0.0034996361873729,0.0126249562856253,0.0045250994174159,0.0020746983787893,-0.0005150113718251,-0.0086148682400345,-0.0110652692786611,-0.0005744292663692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.55,1.27,5.27,302.0,95.0,-5.0,1.0,5.51,100.0,95.0,5.0,0.0,0.02,0.48,0.0,-1.0,90.0,5.0,0.0,-5.0,1.0,90.0,94.0,8221.77,1.21,0.0,0.49,1.66,136.12,2.0,0.24,0.0,446685,1.21,199.8,-62056,180995,8.73,0,8.88,-27252,990254,74965,-6535,673705,69.5,10.89,-394366,1211,69.4,19.88,3062726,3075277,65.52,420562,23.28,3.89,6.36,6.36,1257855,0.03,8.37,9.59,0,49965,0,102004,339570,-44600,1236347,279555,314.96,643659,22.7,7.36,3822858,2027262,1.32,-43153,11.11,0,100,0,22.22,1.0,0,29.04,1,0,10.86,97.87,4.5,18.36,2.28,2.07,22.88,3.44,22.22,1.28,0,1,0,5,2.66,0,9.0,0,87.3,7.0,0,1,0,0
4737,-0.0111966461200339,0.0061405928056156,0.0192434091354064,0.0697611714864012,0.094853845248425,0.1040270808220989,0.106005734581497,0.0138960276419899,0.0230692632156638,0.025047916975062,-0.0014064304565628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,0.09,42.65,996.0,29.0,0.0,1.0,42.65,62.0,29.0,0.0,0.0,0.07,0.0,0.0,0.0,29.0,10.0,0.0,0.0,1.0,29.0,57.22,71269.68,6.48,0.0,0.13,1.0,715.56,0.0,0.0,0.0,217556,2.04,64.3,-138141,343247,135.13,1167292,1.27,-15550,449389,205774,-4425,520084,82.61,2.87,96334,1315,17.53,44.9,919461,4207288,46.82,728004,0.0,2.79,2.95,2.95,3027743,1.83,1.33,1.86,0,247875,5321,1173224,21121,-330768,189752,147165,117.43,1241045,53.83,3.81,1668586,1457309,1.14,567,20,0,100,6,10,6,0,10.79,2,15,13.92,96.67,2.2,39.9,5.27,0.58,4.99,4.24,10,7.54,0,1,14.29,6,1.96,0,0.5,0,87.9,9.0,0,1,0,0
4739,-0.0224959952086865,-0.0035693473084324,-0.0045240016145976,0.0123226164113634,0.0600310858584366,0.0788925049632666,0.1034447986746409,0.0252124742383865,0.0440738933432166,0.068626187054591,-0.0011054258118971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6,0.26,18.68,1977.0,37.0,0.0,2.0,18.68,93.0,44.0,0.0,0.0,0.27,0.0,0.0,0.0,37.0,60.0,0.0,0.0,2.0,44.0,81.24,111404.54,8.8,0.0,0.08,3.03,3381.02,0.0,0.0,0.0,342593,2.22,62.95,-129796,703928,33.61,814622,4.09,-18558,621469,11663,-921,1055685,78.11,4.11,132640,2477,16.27,9.0,4809896,7212030,42.24,259167,19.76,9.24,1.68,1.68,4236895,3.57,2.32,3.91,0,29438,12517,1141663,216302,-543540,868001,170315,141.57,2105457,44.99,3.13,5285365,2980654,0.8,5042,0,0,100,5,33.33,8.67,0,74.53,2,9,13.64,100.0,6.0,28.78,2.84,0.44,48.87,3.78,33.33,3.61,0,1,0.0,11,2.08,0,0,0,150.0,2.0,0,1,0,0
4746,-0.0065336187426926,0.0137484021116853,0.0258765239653745,0.0396447933865978,0.0501458129346511,0.0594494141418825,0.0654847815893905,0.0039674008053606,0.0132710020125921,0.0193063694601001,0.0026898405915003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.65,0.54,23.91,7986.0,-106.0,0.0,-9.0,24.51,108.0,-1268.0,1.0,0.0,2.66,0.2,0.0,0.0,-106.0,719.0,22.0,0.0,-9.0,-1260.0,75.17,388322.44,29.49,0.0,0.32,9.0,34961.66,0.0,0.59,0.0,475004,0.98,52.4,0,581009,14.08,1846158,0.91,-268,759226,268264,1455,1451051,0.0,6.79,516037,1067,15.63,30.73,2130287,5085248,41.82,917157,8.86,3.76,0.0,0.0,7137520,7.46,3.33,11.74,0,548184,23024,1960067,28013,-860782,1389585,208138,103.56,3039987,48.61,10.7,3075457,3148251,1.36,-3022,36.36,0,100,9,45.45,7.36,0,18.69,2,3,13.45,99.07,23.5,14.18,4.84,0.44,9.63,2.82,45.45,5.43,0,1,4.76,10,1.45,0,0.0,0,148.95,8.0,0,1,0,0
4755,-0.0191841586920328,-0.0110233061842828,-0.0382433520045916,-0.0498358844364548,-0.026986928003174,-0.0157943329541168,-0.0107688481690752,0.003664797741248,0.0148573927903051,0.0198828775753467,0.0044007857710763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,0.17,19.08,491.0,7.0,1.0,1.0,19.74,91.0,7.0,0.0,0.0,0.04,0.0,0.0,2.0,8.0,8.0,0.0,2.0,1.0,8.0,80.16,34221.37,2.17,0.0,0.11,1.63,557.58,0.0,0.66,0.0,855007,1.73,162.7,0,794606,13.03,194501,12.33,-103348,1097659,0,-48801,393477,50.42,10.09,578055,1266,65.25,22.55,2957612,6545890,39.32,390201,20.46,3.67,4.62,4.62,2736404,27.42,7.3,13.15,0,40907,59806,281316,470903,-816184,1832756,252842,202.07,1310449,29.56,10.46,3818716,2648020,0.91,-38091,25.0,0,100,0,41.67,7.0,0,38.29,1,2,19.25,95.83,10.55,50.93,2.34,1.51,27.99,2.36,41.67,2.13,0,1,0,4,1.66,0,10.55,0,89.4,6.0,1,0,0,0
4763,-0.0144716742479423,0.0256944030179739,0.0503250206542814,0.0800989405828936,0.126091439231203,0.1502616042679084,0.156404806985174,0.031520824400367,0.0556909894370725,0.0618341921543381,-0.000882888048436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,1.97,23.22,3145.0,137.0,-2.0,1.0,29.61,51.0,137.0,0.0,-50.0,4.61,0.0,-50.0,-3.0,85.0,589.0,0.0,-53.0,1.0,85.0,70.25,432058.84,24.63,-1.0,0.14,18.73,80916.58,4.0,0.25,6.14,294722,4.18,167.33,-115905,831330,12.53,0,21.21,-60868,661465,0,16114,219979,54.5,35.27,74006,1778,32.16,33.51,1564853,6231272,54.8,289312,7.83,4.28,4.41,5.62,1195915,20.21,18.46,23.49,0,97428,0,584363,499215,-123775,721714,157488,208.79,916293,48.27,21.65,2353380,1913152,2.86,-2884,0,0,100,0,28.57,6.0,0,7.94,1,16,15.0,95.92,5.12,59.56,6.36,0.0,4.11,9.3,28.57,0.93,0,1,14.29,14,4.81,0,1,0,149.65,4.0,0,1,0,0
4764,-0.0207722430314136,-0.0121378756536602,-0.0093894332531884,0.0016132109895592,0.0082062486491082,0.0251416790519762,0.0303652812011628,-0.0141792053718646,0.0027562250310033,0.0079798271801899,-0.0043904160805517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.02,32.14,760.0,5.0,0.0,1.0,32.14,75.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,67.86,47065.28,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129683,2.23,132.23,0,1317121,45.57,750959,3.41,-91697,657523,28265,-13064,382241,36.44,2.17,473596,10568,8.51,16.83,2189827,4940010,46.87,353366,42.9,3.88,0.46,1.53,2001435,11.9,1.16,4.18,0,59342,874,777030,89682,-547539,1193410,348283,165.26,1523375,50.9,2.39,2632875,2517588,1.2,247,0.0,0,100,8,57.14,6.86,0,71.46,1,28,54.46,100.0,1.6,9.56,11.51,4.24,37.39,13.66,57.14,2.13,0,1,0,6,6.7,0,4,0,303.0,1.0,1,0,0,0
4766,-0.0499890908712084,-0.0837569194291548,-0.0790694780287996,-0.059669504052394,-0.0427731516958103,-0.0800560095034566,-0.1108552740578188,-0.0330927385146247,-0.070375596322271,-0.1011748608766332,-0.0017179104098125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.86,37.77,418.0,481.0,0.0,2.0,37.77,121.0,493.0,0.0,0.0,0.01,0.0,0.0,0.0,481.0,3.0,0.0,0.0,2.0,492.0,62.12,56761.27,1.39,0.0,0.1,0.72,407.38,1.0,0.0,0.0,1938442,1.83,170.8,0,3321237,11.66,1669191,9.66,351178,3915285,191309,23934,2177074,69.19,11.87,-886469,48683,38.14,28.1,11181051,18808920,54.41,2868593,21.11,4.03,4.49,4.49,8101289,5.15,6.84,10.33,0,500030,476953,3068128,1501700,-1465195,6608043,2301700,221.27,5082030,42.13,8.15,15551344,11245153,1.42,-8145,28.57,0,100,14,28.57,9.0,0,92.69,1,46,47.06,100.0,42.0,16.75,1.5,1.19,65.13,2.08,28.57,3.08,0,1,0,7,1.2,0,20,0,232.8,1.0,0,0,0,1
4807,-0.0085910333368972,0.0133046149757069,0.0310441147230703,0.0519523654270339,0.0572105779411448,0.0731351592342514,0.0675175092666208,-0.0033328208227863,0.0125917604703203,0.0069741105026897,0.0005574869952386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.05,0.02,0.0,880.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,99.7,25547.1,9.17,0.0,0.3,0.11,29.03,0.0,0.0,0.0,328288,1.16,216.07,0,674257,8.63,0,6.51,5618,475210,12110,-75458,344661,21.73,2.08,-41239,643,60.54,22.75,1363969,1072889,75.62,286693,21.44,2.92,1.79,1.79,373047,-1.54,1.14,7.04,0,60775,1204,304323,114895,-55227,98132,31235,287.29,542240,43.84,5.53,1765557,1557778,2.35,-20324,42.86,0,100,23,14.29,6.0,0,0.08,1,0,30.87,77.94,0.36,43.01,4.89,2.02,0.05,7.97,14.29,0.29,0,1,0,8,4.47,0,0.0,0,86.37,2.0,0,1,0,0
4904,-0.000381898327707,0.0058178575782459,0.0136541773462988,0.0334897983545895,0.0400638248712617,0.0527182115812114,0.0485522738159042,0.0061921281889652,0.0188465148989149,0.0146805771336076,-0.0053377269539432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.08,48.14,589.0,-131.0,67.0,-3.0,50.11,3259.0,-2522.0,0.0,0.0,0.0,0.0,0.0,1.0,-64.0,4.0,22.0,67.0,-8.0,-6075.0,49.88,35530.48,0.07,0.0,0.01,0.68,241.29,0.0,1.97,0.0,26026051,2.96,69.62,0,5713875,18.33,39734159,13.88,-99883,8102247,89389771,-135736,3116812,87.14,11.97,24394465,66543,117.87,32.62,53567102,199420200,16.44,14896164,17.15,9.89,5.31,5.31,148276863,29.27,5.4,12.82,0,0,5397645,83102564,11037699,-52581655,29127148,6379020,113.92,22079547,60.65,10.62,79500965,25152457,0.84,197,40.0,0,100,4,40.0,7.2,0,46.66,1,3,33.79,91.86,205.76,32.94,0.37,0,17.92,0.43,40.0,2.03,0,1,0,8,0.17,0,74.07,0,296.3,14.0,0,1,0,0
4906,-0.0278325566693002,-0.0018858024290441,0.0045712186079488,0.0302280591973987,0.0540298463949883,0.0613918201222799,0.0675353816023174,-0.0040307694717106,0.0033312042555809,0.0094747657356185,0.004243477390174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,1.37,26.31,12727.0,1762.0,147.0,5.0,30.56,358.0,3013.0,0.0,0.0,0.46,0.0,0.0,2.0,1909.0,415.0,214.0,202.0,5.0,3151.0,69.3,347925.64,14.24,0.0,0.14,3.26,11345.1,25.0,4.24,0.0,-906696,1.16,90.3,0,1925250,19.8,0,2.35,-1381726,6012159,79763,-184190,4189305,26.1,13.54,493013,27033,-10.03,11.37,17663796,10888616,108.71,1797663,10.53,3.95,6.57,6.57,5982731,26.92,7.34,7.89,0,874998,4528,228628,467913,-400831,2583817,5697535,140.14,9043613,49.7,7.06,19929372,12673645,1.3,8646,44.44,0,100,7,44.44,6.0,0,75.34,1,3,10.43,94.44,232.65,4.21,0.73,3.4,40.79,1.55,44.44,15.94,0,1,11.11,8,0.78,0,31.02,0,145.5,16.0,0,0,0,1
4912,-0.0100271483082089,0.0303672744478649,0.0218138783660811,-0.0114324156418285,0.0273026388160672,0.0246112793480151,0.003989680203888,0.0287079061496869,0.0260165466816348,0.0053949475375076,0.0034240237363499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.3,13.41,2213.0,2.0,0.0,2.0,13.41,47.0,18.0,0.0,0.0,19.65,0.0,0.0,0.0,2.0,2307.0,1.0,0.0,2.0,18.0,86.38,271752.2,18.85,0.0,0.21,104.25,283295.22,0.0,0.0,0.0,908956,2.15,128.65,0,1639999,9.01,0,12.52,-48667,2213409,122273,20065,626344,46.03,20.82,-655320,5196,30.12,23.4,4190903,5535554,109.53,595086,29.25,2.54,3.79,5.26,1767432,2.66,7.53,11.75,0,130398,134661,781223,685261,428271,1004607,1740174,153.23,3017894,59.44,8.31,5471250,4624287,2.03,15760,28.57,0,100,12,14.29,6.0,0,1.23,1,0,14.11,97.96,4.69,41.55,1.67,0.03,0.5,3.52,14.29,0.73,0,1,33.33,7,1.43,0,4.69,0,91.31,4.0,0,0,0,1
