,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
1341,0.0051258083986253,0.0131134516336549,0.0031151650242691,0.0108567019082521,0.0267305716927624,0.0180569147491285,0.0276322477909739,0.0209996781831355,0.0123260212395015,0.021901354281347,-0.0039555708463728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459791,2.38,81.65,0,200984,7.29,95231,14.77,-319205,425284,2166,-70772,542602,79.45,19.68,-275144,6212,59.53,23.57,2036482,2889900,79.56,234370,21.62,6.42,10.26,10.26,820037,-1.1,11.26,14.89,0,14126,19503,132098,393564,-119214,716229,215921,168.45,772361,42.64,11.67,2664416,1301043,2.32,-5376,28.57,0,100,2,42.86,9.43,0,0,1,0,85.91,95.24,7.84,1.48,2.23,2.32,0,4.88,42.86,1.98,0,1,0,6,2.8,0,0,0,59.34,1.0,0,0,0,1
1402,-0.0157968537730185,0.0022314086572147,-0.0035085775197619,0.0030032777944332,0.019999719742126,0.0410684292380091,0.0107211763931669,0.0011995881746743,0.0222682976705574,-0.0080789551742848,-0.0040717493826165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.09,50.91,4496.0,1422.0,-2.0,1.0,52.6,5353.0,1422.0,0.0,169.0,0.03,0.0,101.0,-1.0,1521.0,356.0,0.0,-2.0,1.0,1521.0,47.37,117539.38,0.34,2.0,0.03,7.92,9306.94,52.0,0.28,1.41,41489455,0.76,69.02,-25063,35198619,11.14,107093501,4.84,-2910395,26788957,93617166,258469,21937176,89.63,4.9,20516897,299102,38.77,19.54,166373605,154965731,18.09,30393920,19.49,7.76,4.66,4.66,505709203,7.1,2.22,7.8,0,866814,7289561,240505160,10002311,-66444023,150115757,18037076,103.94,107025470,56.33,6.28,206769281,111246067,1.09,711702,23.08,0,100,11,46.15,7.15,0,132.54,1,15,22.25,88.46,230.23,26.9,0.14,0.02,82.83,0.11,46.15,2.92,1,2,1.92,4,0.05,0,145.67,0,284.8,52.0,0,1,0,0
1409,-0.0031141273563362,-0.0146691260639992,-0.0070910224287681,0.0015114475391853,0.0259163390517837,0.0389690845024803,0.0364035738040276,0.021290764156262,0.0343435096069587,0.031777998908506,-0.0042110113767343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.33,14.26,11607.0,-345.0,-184.0,-1.0,16.12,1618.0,-345.0,10.0,0.0,0.05,0.2,0.0,-1.0,-529.0,207.0,0.0,-184.0,-1.0,-529.0,83.57,130839.91,2.87,0.0,0.31,1.78,2333.41,0.0,1.86,0.0,-5216073,0.73,35.46,-29834,11871706,7.78,10371020,10.2,2127001,17906737,291756,-589993,3861494,61.72,7.59,3333325,0,-4.57,20.68,24794471,23062328,51.63,3277623,31.03,2.44,7.72,7.72,57749070,10.67,1.84,7.41,0,309696,1524417,17548056,3186988,3217289,11423081,9829702,101.72,114241019,75.76,11.64,31259082,116205250,1.16,-158465,16.67,0,100,0,25.0,7.0,0,95.24,1,13,30.89,91.67,31.78,5.84,0.95,0.19,66.2,0.7,25.0,1.01,0,1,0,10,0.17,0,0,0,296.75,46.0,0,1,0,0
1410,-0.0093922435851678,-0.0139199725448065,-0.0209252345077501,-0.0197826344236932,-0.0101002348607002,-0.0057180751973762,-0.0094213317516933,0.0002901559778251,0.0046723156411491,0.000969059086832,-0.0004777937104082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,0.36,33.04,449.0,101.0,0.0,1.0,33.04,63.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,1.0,101.0,66.85,15269.86,2.85,0.0,0.12,0.0,0.0,0.0,0.0,0.0,93178,1.98,774.84,0,401394,26.4,0,21.02,-12806,71720,0,1649,28761,94.57,5.64,-65123,5018,122.52,36.43,264604,2160900,8.82,64171,22.65,6.07,2.62,2.62,762582,1.25,4.66,19.43,0,6575,922,172900,87481,-49408,451340,26870,821.79,76051,17.94,15.03,416256,624978,0,0,0,0,100,0,14.29,0.43,0,75.35,0,0,31.17,88.57,1.05,26.49,7.18,0,63.63,2.63,14.29,1.43,0,1,50,5,2.15,0,1.05,0,29.9,46.0,0,1,0,0
1413,-0.0019717796670525,0.0009091743343664,0.0041300718077969,0.0311505151862389,0.0415729264870347,0.0628979144564876,0.0684898097233356,0.0084506316337432,0.0297756196031961,0.0353675148700441,-0.0036803550865658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01,0.08,4.41,0.0,6.0,0.0,1.0,4.41,132.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,95.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39246,1.15,24.43,0,69853,0.0,575250,-10.52,-1481,128732,0,2734,508831,0,-14.22,131078,19,-4.37,-4.67,1631827,1195614,61.28,91203,0.0,10.65,0,0,1960744,-0.53,-5.8,-10.39,0,0,0,798890,-164067,-70073,-279157,158729,86.48,897704,61.99,-10.39,1558963,776336,1.3,0,0,0,100,10,27.27,6.0,0,70.13,0,15,21.59,81.82,0,35.0,11.74,0.36,26.66,17.59,27.27,0,0,2,0,4,6.69,0,0,0,183.07,44.0,0,1,0,0
1414,-0.0352269558805628,-0.0407681299992854,-0.0031754357781649,0.0081271129845513,0.0066198385689294,0.0275658990000984,0.0536644301173722,-0.0367342302961847,-0.0157881698650157,0.010310361252258,-0.0007601317769794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,1.5,7.99,4347.0,17.0,-10.0,1.0,8.19,220.0,17.0,9.0,0.0,0.06,0.31,0.0,-1.0,7.0,34.0,0.0,-10.0,1.0,7.0,91.39,43562.16,7.9,0.0,0.41,0.78,340.72,3.0,0.21,0.0,162474,1.01,95.19,0,115958,55.22,0,-1.72,-95592,56146,480,7254,478088,92.37,2.12,-249564,671,27.19,8.95,639587,3157000,17.12,74982,6.2,15.31,1.71,1.71,3347499,-3.46,1.46,8.89,4942,15868,0,699192,-12098,-3281,1015282,2827,178.89,597543,29.36,8.34,702471,1068926,1.15,0,14.29,0,100,15,28.57,0,0,54.51,0,0,42.57,97.14,1.64,12.73,4.26,0,38.51,0.96,28.57,2.63,0,1,25,5,0.68,0,1.64,0,29.95,43.0,0,1,0,0
1416,-0.058833773921432,-0.0626617056428059,-0.0568105972002457,-0.0356289812089177,-0.032267051690608,-0.0209529285766182,-0.0086212726878623,-0.0554718444031223,-0.0441577212891325,-0.0318260654003766,0.0037305709214813,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.11,20.38,6301.0,-246.0,-1.0,-1.0,20.41,185.0,-246.0,0.0,0.0,0.03,0.0,0.0,-1.0,-247.0,16.0,0.0,-1.0,-1.0,-247.0,79.46,91245.41,13.6,0.0,0.13,0.25,231.7,0.0,0.03,0.0,101625,0.62,14.2,0,336878,0.0,53958,-844.05,215222,90677,75729,61366,661643,-26.96,-7.5,182757,375,3.17,-528.08,127939,2205570,20.8,64363,0.0,0.33,4.2,4.2,1707560,0.93,-3.93,-1540.32,0,0,55185,386985,-171932,-29144,1432481,4200,171.66,3205768,49.83,-1687.44,20370,5502930,1.64,-239,11.11,0,100,38,22.22,0.67,0,101.64,1,0,44.93,93.52,0.0,8.32,811.09,0.69,95.03,4.57,22.22,0.0,0,1,0,12,2.29,0,0.0,0,165.22,43.0,0,1,0,0
1417,0.0206421634034885,-0.0037513119756961,0.0038281940808003,0.0345777048118749,0.0532552864644603,0.0553484944595988,0.0402167693720831,0.0393197450560739,0.0414129530512124,0.0262812279636966,0.0041975223904088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,2.13,13.22,4234.0,-235.0,3.0,-2.0,13.26,190.0,-546.0,9.0,0.0,0.13,0.25,0.0,1.0,-232.0,64.0,0.0,3.0,-2.0,-543.0,86.35,47238.74,8.92,0.0,0.39,1.51,714.05,0.0,0.04,0.0,-25618,0.83,281.35,0,479649,0.0,0,-34.61,229644,104284,0,-128659,252876,-16.14,-16.92,-757064,6083,-5.88,21.58,812289,2117842,13.96,582092,0.0,8.4,2.69,2.69,1504476,-28.21,-12.79,-24.46,0,13099,8795,153076,-358512,842913,429500,59825,377.22,435446,18.7,-34.08,1035869,1642609,1.08,20518,14.29,0,100,61,28.57,6.86,0,43.46,2,1,27.45,93.88,0.0,11.6,2.86,0,37.08,1.16,28.57,0.0,0,1,0,7,0.94,0,0.0,0,29.64,43.0,0,1,0,0
1418,0.0071052326956175,0.0116870541449936,0.0178945672626278,0.0217455373365046,0.0264110798135152,0.0313661162985772,0.0934111633152424,0.0117707751726281,0.01672581165769,0.0787708586743552,-0.0019927442951618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-158725,1.01,50.23,-80969,56186,0,1330834,-272.87,587674,827,0,358,100570,0,-43.71,25651,82,-130.55,-185.29,285696,409773,24.89,61709,0,64.65,0,0,2055978,-9.08,-9.72,-220.97,0,3058,0,1704013,-273258,-16113,-675660,8730,145.59,121582,81.76,-227.91,100142,177008,2.22,2,0,0,100,5,18.18,0,0,286.16,1,0,16.43,81.82,0,45.6,90.79,0.14,52.21,22.32,18.18,0,0,1,40,4,4.07,0,0,0,90.92,42.0,0,1,0,0
1419,-0.0403558758877692,-0.0320928239300125,-0.0522131328625262,-0.0434770460497924,-0.025366917669669,-0.006406004036897,-0.0143111044824837,-0.0222457475076457,-0.0032848338748737,-0.0111899343204604,-0.0002228556004116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.15,0.06,49.7,499.0,101.0,0.0,1.0,50.3,300.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,1.0,101.0,49.68,22253.15,0.67,0.0,0.02,0.0,0.0,0.0,0.6,0.0,147035,1.4,66.99,-13174,594798,31.72,0,7.6,3673794,328492,2368,325054,452093,82.2,7.74,-79111,1977,4.16,28.99,1526091,12691734,8.59,459573,7.95,7.99,2.36,2.36,10687230,5.11,5.2,18.42,0,23704,64766,959742,163447,-8564,2418420,170965,81.88,3532018,33.08,16.96,2149213,2891898,0.88,-27,0,0,100,4,57.14,6.43,0,101.43,2,15,40.09,92.86,7.4,6.57,6.96,0,73.87,1.65,57.14,1.97,0,1,0,8,1.1,0,7.4,0,149.63,42.0,0,1,0,0
1423,-0.0012190375897273,-0.0068699416468751,0.0003761073232672,0.0148973253496123,0.0313655182284911,0.0286611065045062,0.0305499527301654,0.0152491552891514,0.0125447435651665,0.0144335897908257,-0.0014155485507194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.07,7.5,3656.0,12.0,0.0,1.0,7.5,138.0,12.0,0.0,0.0,0.02,0.0,0.0,0.0,12.0,6.0,25.0,0.0,1.0,12.0,92.34,53625.11,10.57,0.0,0.16,0.16,88.01,0.0,0.0,0.0,3077,0.74,1091.34,0,272651,5.49,0,-97.37,648653,0,0,308618,518271,70.37,24.72,-15888,2326,6.96,-72.64,349979,2221320,17.26,50130,12.55,0.0,11.21,11.21,2324785,29.4,22.41,199.68,0,0,0,288338,-197386,-15868,864440,1217,2287.35,44197,9.97,174.63,202723,1010940,0,0,14.29,0,100,16,28.57,5.29,0,64.31,1,0,36.18,100.0,17.13,17.05,44.39,0.02,57.9,3.0,28.57,4.23,0,1,16.67,4,2.7,0,6.43,0,89.99,40.0,0,0,0,1
1432,-0.0159027462721857,-0.0030808736824584,0.0040889947171178,0.0192327997690915,0.0154057266106535,0.0330409112471639,0.0288925647738819,-0.0197298194306237,-0.0020946347941133,-0.0062429812673953,0.0037562478331229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.1,0.0,2.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372235,1.33,32.74,0,264545,62.92,109162,-3.84,-44027,30043,91266,-6034,261095,0,1.03,-497875,2044,38.89,46.03,623290,1068750,36.57,575921,6.72,33.93,0.0,0.0,3952202,-16.32,0.19,1.47,0,0,2922032,3050928,-44392,172331,-88802,221780,89.02,957107,83.43,1.37,1154819,852005,0.77,4189,0,0,92.86,0,22.22,3.0,0,93.36,1,0,54.46,67.21,0,10.33,5.11,0.0,15.89,7.41,22.22,0,0,1,33.33,14,1.23,0,0,0,59.0,37.0,0,1,0,0
1434,0.000614623100658,0.0017590985520404,0.005244643697308,0.0236130722196125,0.0379381120648538,0.0429457225783349,0.03204801904278,0.0149396629458993,0.0199472734593804,0.0090495699238254,-0.0025001713504481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.22,49.04,2657.0,-63.0,312.0,-6.0,62.61,1685.0,-4984.0,0.0,-293.0,0.01,0.0,-293.0,17.0,-44.0,24.0,20.0,5684.0,-1.0,-44.0,37.36,83012.92,0.63,-1.0,0.03,0.9,749.83,0.0,7.0,6.58,4218754,0.85,105.08,-19064,3083322,23.23,8900000,2.0,24355213,3314068,0,-626986,6849017,80.39,2.34,-1910683,13244,55.03,10.47,25770665,52308817,16.53,2436481,7.37,8.61,3.22,3.22,63882800,-1.61,1.83,7.86,0,0,682086,10312373,576346,-2488305,19003712,2295610,203.22,7666097,22.63,7.28,28783492,15579258,1.32,26932,0.0,0,100.0,9,36.36,8.45,0,93.84,0,4,21.52,100.0,4.39,38.57,0.0,0.02,77.13,0.0,36.36,0.2,0,0,0,6,0.0,0,2.2,0,0.0,34.0,0,1,0,0
1436,-0.0189057547079561,0.0097627487958582,0.0254628199828109,0.0336569751595087,0.0455433302897448,0.0528539967039832,0.0512871128691915,-0.00701939957772,0.0002912668365184,-0.0012756169982732,-0.0022154603097585,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.35,0.05,21.95,546.0,8.0,0.0,1.0,21.95,96.0,8.0,0.0,0.0,0.01,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,8.0,78.04,20348.27,2.28,0.0,0.01,0.37,74.54,0.0,0.0,0.0,-1668515,1.35,6.72,0,385959,19.37,2090100,16.72,10604,1935,13370,1785,7415889,106.47,6.71,1812702,595,-28.41,30.28,1137804,3648437,274.04,221171,5.78,494.96,5.24,5.24,2660170,21.62,1.71,11.68,0,0,34119,3092817,272906,-75943,1427287,356860,153.45,5873298,76.81,11.01,1631881,9012794,1.81,0,22.22,0,100,21,66.67,8.89,0,97.97,1,2,53.05,98.15,0.2,20.81,3.49,0.02,22.84,2.11,66.67,0.1,0,1,11.11,6,0.49,0,5.9,0,57.03,31.0,0,1,0,0
1437,-0.0075702042261454,-0.0002151487604397,-0.0030013874891419,0.0118157939639098,0.0303442002809001,0.0396286218882353,0.0339404389878783,0.0109582020908449,0.0202426236981801,0.014554440797823,0.0021469633131476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.03,22.03,1824.0,20.0,0.0,2.0,22.03,203.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,2.0,21.0,77.95,43473.58,3.59,0.0,0.02,0.0,0.0,0.0,0.0,0.0,292479,0.79,368.06,0,1060619,13.09,3358377,59.75,261206,8276,0,-219308,7853,39.77,2.13,123206,8384,64.2,74.16,156429,5033432,0.25,87228,16.64,66.78,2.83,2.83,9543665,1.83,1.24,70.74,0,0,0,4383970,361727,-510705,3847683,4879,371.73,455574,43.07,58.97,605384,1693519,1.39,-40383,28.57,0,100,0,42.86,7.29,0,99.09,1,0,38.32,100,8.24,6.61,15.85,0.07,96.28,1.4,42.86,2.24,0,1,12.5,7,0.8,0,7.56,0,89.41,31.0,0,1,0,0
1438,-0.0125744425790717,-0.0195874532088349,0.0099203652153719,-0.0159657922014214,0.0065390667259424,0.0198153337478494,0.038534835973694,0.0099304163482922,0.0232066833701992,0.0419261855960438,-0.0008129513835912,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.04,10.0,0.0,3.0,0.0,2.0,10.0,102.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,7.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1445689,2.18,9.88,0,122107,25.78,0,46.74,-22000,0,0,0,1701243,0,8.55,1231012,1214,-117.02,64.51,34938,1218691,303.66,17491,3.07,0,0,0,34891,219.59,3.75,48.13,0,0,1620,70420,46003,322371,-466139,628,148.22,1235424,69.98,46.65,98432,1831190,1.46,0,0,0,100,90,33.33,0.67,0,0,2,0,54.03,100.0,0.0,11.9,30.07,0.0,0,5.28,33.33,0.0,0,1,16.67,7,1.59,0,0,0,29.6,31.0,0,1,0,0
1439,0.0033538073141051,0.0192218879203506,0.0294769248038669,0.0473036933405609,0.0721844033985844,0.088712155180948,0.0976249693587343,0.0282345173721286,0.0447622691544922,0.0536750833322785,0.0025680778280335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,0.1,19.54,982.0,-6.0,0.0,-1.0,19.54,92.0,-6.0,0.0,0.0,0.59,0.0,0.0,0.0,-6.0,135.0,4.0,0.0,-1.0,-6.0,80.42,26875.77,4.27,0.0,0.04,13.75,3694.73,1.0,0.0,0.0,-279561,1.18,526.54,0,831182,256.36,0,-26.72,133334,11729,6,120626,243129,0.0,-4.87,-303179,13724,-160.02,-1.56,114888,2622000,11.42,28452,0.0,11.65,0.0,0.0,1226868,-15.02,-4.69,-210.13,0,0,47,438,-30221,211514,1166742,2800,674.91,174700,7.28,-215.28,113119,1179060,0.15,0,28.57,0,90.0,39,57.14,10.71,0,68.68,1,0,66.2,98.53,0.0,8.0,265.87,0,63.68,13.48,57.14,0.0,0,1,0,10,12.5,0,0.0,0,300.75,30.0,0,1,0,0
1440,-0.0166903983058805,-0.0013798135033332,0.0143276179996728,0.0182623413365994,0.0248338922474035,0.040384036819859,0.0394714880503318,-0.0101188473950763,0.0054312971773791,0.0045187484078519,0.0037012955020492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,0.35,32.23,17000.0,1959.0,-22.0,1.0,32.57,1657.0,1959.0,0.0,0.0,0.05,0.0,0.0,-5.0,1937.0,191.0,0.0,-784.0,1.0,1937.0,67.17,203748.4,4.1,0.0,0.26,1.12,2289.17,3.0,0.34,0.0,2145786,0.99,58.46,0,5437068,25.13,4530952,-1.07,-482911,1703755,1816,-73736,3845996,61.93,3.59,1526172,25104,16.91,9.43,15965585,24852225,21.96,1851260,1.7,9.4,2.33,2.33,35256293,4.92,1.96,5.61,0,47320,334734,8906957,-188624,-1951780,8927153,1720611,91.56,12689824,46.07,5.51,17628221,11618169,1.21,-268216,30,0,100,28,15,8.15,0,96.61,0,13,24.31,86.0,19.68,15.82,1.7,0.02,57.58,1.19,15,2.1,0,1,0.0,5,0.64,0,29.52,0,300,30.0,1,0,0,0
1441,0.0115354520359184,0.0160631602626096,0.0134623117317078,0.0365328079530853,0.0565969589795357,0.0837250434992782,0.0646209573568377,0.0315996030623688,0.0587276875821113,0.0396236014396708,-0.0041080788865694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04,0.42,3.41,184.0,19.0,0.0,2.0,3.41,101.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,29.0,96.59,1484.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97364,1.05,21.01,0,80879,0,81500,-16.56,-48431,96493,2546,-37703,321412,0,-29.67,-74879,809,7.81,-4.97,1584880,864864,43.32,175026,0,12.3,0.0,0.0,1637425,-18.1,-12.44,-19.68,13981,7546,6809,176628,-250055,-26673,-140481,150056,60.24,1247351,59.61,-19.36,1509851,751343,2.52,9023,0,0,100,68,71.43,4.29,0,68.31,2,0,25.24,92.06,0,27.38,1.99,0.0,32.46,3.11,71.43,0,0,1,66.67,9,1.26,0,0,0,30.0,30.0,0,1,0,0
