,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
2913,0.0053923646340866,0.0405081496788557,0.0438182887826731,0.0338364710657314,0.0328333736933775,0.0339789336558169,0.0372732686630496,0.0043892672617327,0.0055348272241721,0.0088291622314048,0.0012645413249833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.35,0.22,18.06,12637.0,390.0,-49.0,1.0,23.48,790.0,390.0,0.0,0.0,0.02,0.0,0.0,-1.0,341.0,33.0,0.0,-49.0,1.0,341.0,76.42,206871.48,7.15,0.0,0.1,0.26,540.22,0.0,5.42,0.0,-339398,0.82,23.39,0,125284,0,4951345,-56.53,-47697,18527,1948,-5198,885040,0,-0.95,443684,65,-54.87,40.42,178150,12995500,5.73,289874,0,17.6,0.0,0.0,23482733,0.98,-0.62,-57.71,0,7199,1271,8213526,-169026,-164842,5705191,13215,179.94,618539,35.91,-48.81,298998,1113001,1.51,0,7.69,0,100,11,30.77,4.62,0,109.38,0,1,14.15,90.97,0,24.48,10.52,2.33,70.1,0.2,30.77,0,0,1,0.0,12,0.13,0,0,0,31.44,56.0,0,1,0,0
2915,-0.001391783312635,0.0021480949308317,0.0235213426085393,0.035065186721329,0.0247905339449256,0.0367412736557128,0.0227929901609933,-0.0116664360890384,0.0002843036217487,-0.0136639798729707,0.0013978899178977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,0.21,55.78,8210.0,-153.0,18.0,-8.0,56.63,565.0,-4253.0,0.0,0.0,0.05,0.0,0.0,3.0,-135.0,71.0,1.0,65.0,-9.0,-4723.0,43.3,552751.39,5.81,0.0,0.08,0.86,4780.19,6.0,0.85,0.0,-1643151,0.57,649.29,-552479,20919672,4.61,28175000,-1.92,13579683,208548,425157,45887322,2494608,32.11,94.56,2424206,433525,-50.34,26.02,2579248,41517210,3.21,973912,1.03,14.65,6.8,6.8,94838373,91.78,61.04,266.24,0,0,18467,31025833,-66768,5421320,42038929,385347,728.43,3264172,28.91,263.5,3486392,23777248,1.15,-170537,55.56,0,91.67,53,22.22,8.0,0,129.46,5,2,32.93,89.81,18.91,10.17,0.94,0.12,88.2,0.04,22.22,0.21,1,1,0,12,0.03,0,0,0,30.91,41.0,0,1,0,0
2923,-0.006123393338858,0.010097957028499,0.0343018290381621,0.0465698228445504,0.0520235343261801,0.0554475255756572,0.0374456272822857,-0.0006696818572283,0.0027543093922487,-0.0152475889011227,7.629039724507333e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.85,0.0,22.73,0.0,10.0,0.0,1.0,22.73,1740.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,10.0,77.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2129831,0.86,113.43,0,8174755,0.0,44763826,-11.32,-4592008,288464,0,-1997280,41351922,47.28,11.58,7832132,765395,-14.19,49.71,2885466,47075007,75.97,772084,0.0,20.56,8.24,8.24,64467864,3.8,5.13,-6.24,0,0,2355,53724801,-649231,-823857,41718964,497074,393.5,15014025,55.64,143.16,5737206,59079536,4.4,-317334,18.18,0,100,45,36.36,5.45,0,111.08,2,0,40.63,89.39,80.0,58.5,5.23,0.01,49.28,0.55,36.36,-22.34,0,1,16.67,6,0.24,0,120.0,0,299.8,6.0,0,1,0,0
2929,0.0034394602001946,-0.0151045301006255,-0.0022225842913958,0.0140243520401863,0.0102640959519145,0.0020817968839746,-0.0144738619582519,-0.0003207958880771,-0.0085030949560171,-0.0250587537982437,0.0021772411455663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,0.38,14.2,2399.0,6.0,-7.0,2.0,16.4,83.0,167.0,0.0,-3.0,0.22,0.0,-3.0,-4.0,-4.0,45.0,0.0,-39.0,-1.0,-4.0,83.49,234196.14,11.61,-1.0,0.11,1.88,4393.01,0.0,1.74,0.47,1147929,1.58,364.06,0,1056966,5.78,45049,21.68,-536183,2569995,0,-213642,48866,1.42,17.32,-1373331,34620,55.51,39.09,4366958,8973248,46.19,1248450,27.1,2.8,0.18,1.8,499755,-4.94,11.11,21.71,0,86373,0,341290,1554456,-2712370,3735849,1469359,366.47,2068105,29.82,15.83,7169864,7578881,3.79,-12101,28.57,0,100,4,42.86,7.71,0,0.16,2,0,35.13,92.86,0,0.0,2.17,0.0,0.11,2.74,42.86,0,0,1,0,6,1.92,0,3.01,0,155.48,5.0,0,1,0,0
2939,-0.0032531722363096,0.0163301991063807,0.0367119385191202,0.05004167529,0.0569448096776279,0.0715492834751126,0.0736857588285987,0.0036499621513183,0.018254435948803,0.0203909113022892,0.0025517331772737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5,0.13,3.13,1636.0,2.0,0.0,1.0,3.13,47.0,2.0,0.0,0.0,0.01,0.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,2.0,96.52,165900.71,13.86,0.0,0.36,0.06,101.41,0.0,0.0,0.0,271895,3.21,492.23,0,570907,14.81,0,13.0,-13230,390293,1712,-6494,91315,88.34,15.2,-449087,28642,87.23,27.73,1622112,4533312,33.71,328413,23.04,5.02,4.61,4.61,129171,-12.53,12.13,13.8,0,4248,43474,43553,291698,151270,380635,152263,530.87,311699,19.91,10.62,2244500,1654729,0.0,-39522,12.5,0,100,55,37.5,6.38,0,0,1,0,29.81,100.0,2.44,49.53,4.13,0.32,0,6.48,37.5,0.79,0,1,15.38,4,5.19,0,4.87,0,92.62,0.0,0,1,0,0
3002,-0.0068258140157531,0.0096513892551255,0.0221934686663256,0.0444142743129594,0.0621979007033351,0.0799726461753227,0.0756105146760728,0.0109578123746225,0.0287325578466101,0.0243704263473602,0.0003521862239818,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,0.16,0.0,4387.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7,46199.06,17.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,29310,0.94,730.78,0,232358,18.73,0,2.73,-49707,173494,9632,-13489,191220,73.26,3.43,-1791,31224,15.48,29.33,483549,1193400,25.81,181973,19.36,3.96,4.02,4.02,328883,5.34,2.54,11.09,0,36341,728,325280,18694,-167063,291083,84880,844.09,189398,26.7,8.94,684216,1598690,1.67,-6832,9.09,0,100,0,45.45,1.82,0,121.11,2,0,35.6,88.64,5.3,27.72,4.54,0.22,83.35,2.2,45.45,6.49,0,1,33.33,4,1.61,0,3.09,0,31.07,16.0,0,1,0,0
3003,-0.0384272118215853,-0.0507426346984771,-0.0714262923440294,-0.058848113605881,-0.0725114411801204,-0.0786197490045554,-0.0827536497100857,-0.0520905393958247,-0.0581988472202597,-0.06233274792579,-0.0005275508707341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,2.82,5.67,3706.0,169.0,29.0,1.0,9.73,156.0,169.0,5.0,434.0,0.06,0.13,235.0,2.0,433.0,22.0,400.0,122.0,1.0,433.0,90.01,165250.91,9.52,3.0,0.27,0.59,980.98,10.0,1.06,3.0,781006,1.7,250.64,0,2451179,13.42,209734,16.5,-347268,664629,12585,-132968,1240461,18.44,6.48,-79356,45778,55.73,31.67,2393320,7704873,41.66,531094,25.99,5.06,2.02,2.02,1638490,2.46,4.62,16.54,0,109929,2320,510401,578079,-235211,3067076,95517,345.82,1401399,29.48,12.25,3502493,4846344,1.11,-20512,28.57,0,100,19,14.29,4.71,0,51.69,0,0,17.34,97.62,17,10.62,2.64,0.02,37.12,2.02,14.29,3.33,0,1,40,6,1.43,0,4.9,0,92.54,16.0,0,1,0,0
3004,0.0152050767884795,0.0265599701917566,0.0302211039212542,0.0510319382311584,0.0606536370633465,0.0636964247168788,0.0189337899205054,0.0248267756206677,0.0278695632741999,-0.0168930715221734,0.005782916371108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.8,0.46,17.83,3590.0,-30.0,0.0,-9.0,17.83,53.0,-237.0,0.0,0.0,0.04,0.0,0.0,0.0,-30.0,5.0,16.0,0.0,-9.0,-241.0,82.01,343033.48,27.28,0.0,0.16,0.14,477.76,0.0,0.0,0.0,528724,2.42,65.56,0,124359,10.12,1850373,16.81,-45975,610847,21168,-19925,652948,40.07,18.23,-79409,368,46.66,30.13,1967670,4632936,65.98,375049,23.37,4.99,3.03,3.03,3535478,8.47,6.91,16.26,0,87731,24814,1934144,473471,-462637,1093020,316567,127.71,1133102,61.56,12.46,2816190,1447070,1.45,-20329,20.0,0,80,9,50.0,7.2,0,22.87,2,1,13.52,94.0,4.64,47.06,8.92,0.14,9.09,13.11,50.0,1.07,0,1,0,5,5.04,0,2.35,0,251.18,16.0,0,1,0,0
3005,0.0013215101390838,0.0191695251676265,0.0695729863535399,0.075208666717301,0.0755707201132237,0.0833083567989185,0.0980155810379312,0.0016835635350065,0.0094212002207013,0.024128424459714,0.003542318395623,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.45,0.28,52.33,3166.0,94.0,17.0,1.0,53.96,582.0,94.0,0.0,4.0,0.08,0.0,4.0,2.0,115.0,112.0,0.0,21.0,1.0,115.0,46.0,149538.73,2.18,1.0,0.05,3.54,5290.06,0.0,1.44,0.19,3484509,1.82,125.12,0,5492175,9.27,1850373,11.04,-741624,6360032,737021,-385738,5140640,76.69,12.03,-1421343,70214,33.69,28.35,19311825,27226193,68.98,4717588,19.59,4.62,6.0,6.0,12045855,8.68,6.75,10.94,0,1287905,388052,3593374,2975816,-1574212,6804675,4462282,179.49,10341481,45.53,8.79,26952910,18561740,1.61,-177360,33.33,0,100,7,44.44,8.44,0,97.31,2,67,16.12,89.47,127.2,34.92,0.57,1.48,68.83,0.92,44.44,5.27,0,1,0,6,0.5,0,5.3,0,152.8,16.0,0,1,0,0
3006,0.0020710027645176,0.0213726982649306,0.0383577121784161,0.0540598385473322,0.0565074118893466,0.0541885751458504,0.0472223465426698,0.0045185761065318,0.0021997393630357,-0.0047664892401448,-0.0035709481759476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,0.18,18.06,8375.0,31.0,-20.0,1.0,20.15,286.0,31.0,1.0,0.0,0.11,0.21,0.0,-2.0,11.0,79.0,0.0,-39.0,1.0,11.0,79.45,277137.13,11.72,0.0,0.4,0.94,2614.19,0.0,2.09,0.0,1849420,1.49,148.39,-137321,2757003,18.62,0,4.8,-8524,1256972,81593,-7888,4972552,57.45,6.83,-642177,49666,61.12,15.04,10181271,11115986,84.86,1227265,12.25,10.14,2.57,2.57,983243,1.86,4.79,4.81,0,739881,75440,113596,574943,-324068,4645411,2227890,313.85,3025945,29.96,4.22,11983479,9497077,1.28,0,25,0,83.33,5,75,7.13,0,17.01,2,0,14.55,86.54,29.97,5.39,1.85,2.64,12.11,3.01,75,5.32,0,1,0,6,2.11,0,5.99,0,221.2,16.0,0,0,0,1
3008,-0.0091456141686943,-0.025706422644615,-0.0466034969008726,-0.0285629112265744,-0.0206249649931741,-0.0132263334389377,-0.0465205782013253,-0.0012076679352939,0.0061909636189424,-0.0271032811434451,-0.0037854048941525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4535.0,1.18,66.16,566.0,119.0,-7.0,4.0,68.32,134.0,810.0,0.0,53.0,0.35,0.0,3.0,-4.0,115.0,117.0,8.0,-126.0,4.0,729.0,31.65,2571059.7,1.69,6.0,0.03,20.67,531473.47,2.0,1.96,0.2,25629710,5.31,396.8,0,84920560,18.34,0,60.09,-2141576,15218125,101741,-348256,3631102,37.49,23.86,-9477695,1579468,94.4,69.01,18823588,670700000,14.91,5441283,22.73,4.55,1.58,1.58,42191538,15.96,19.49,60.22,0,3764448,164559,277530,36499337,-14333156,125636027,1490217,411.16,27150157,17.83,46.53,60745008,111630060,0,-301725,0,0,100,13,11.11,1.33,0,16.07,1,74,10.07,92.16,5087.92,20.73,0.15,10.05,13.16,0.07,11.11,14.16,0,1,33.33,5,0.06,0,381.59,1,94.13,16.0,0,1,0,0
3010,0.0110320445406827,0.01958842421043,0.0313411441730896,0.0474140292261171,0.0534866547601721,0.0600985078835364,0.0595028016399743,0.0171046700747376,0.0237165231981019,0.0231208169545398,0.0005735048781589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.7,0.2,47.91,460.0,-362.0,0.0,-6.0,47.91,231.0,-653.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.0,0.0,17.0,0.0,-6.0,-659.0,52.06,24178.15,0.8,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1798024,1.14,121.17,0,2348526,6.64,4510009,2.88,-980087,15575319,343275,-310875,3935974,53.93,9.72,-37027,14879,11.9,7.65,50497138,13073535,146.87,2610256,20.7,3.56,5.84,5.84,9987920,8.09,3.77,3.6,0,0,109532,6012221,1574435,-1637676,8793018,6223106,161.59,15114050,61.39,2.85,54681829,24422954,2.47,-316646,33.33,0,100,15,33.33,3.78,0,109.42,3,12,33.28,92.59,201.0,11.3,0.29,0.44,51.97,1.18,33.33,12.52,0,1,9.68,6,0.46,0,21.01,0,156.98,16.0,0,1,0,0
3011,-0.0097411585104344,0.0053706474343281,0.0075334510321353,0.0148819116679867,0.0300846074639996,0.0298951565834259,0.0362468384167571,0.0054615372855784,0.0052720864050048,0.011623768238336,-0.0008610842766752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.12,0.85,3318.0,0.0,0.0,0.0,0.85,113.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,98.97,22680.19,11.77,0.0,0.19,0.24,54.68,7.0,0.0,0.0,26550,0.71,127.71,0,188157,0.0,0,-7.74,-86382,472384,0,-14330,306366,0,-9.3,-8525,2291,4.3,9.37,1223493,743945,74.22,230965,0.0,2.55,0,0,651619,-8.85,-5.51,-6.34,0,52909,44305,105295,-104465,-11239,-218232,420304,181.41,617827,40.8,-6.52,1349993,1120778,1.18,-8610,20.0,0,100,12,10.0,3.6,0,93.78,0,0,7.19,90.0,0,13.25,2.29,4.56,63.74,2.94,10.0,0,0,1,0,9,1.74,0,0,0,30.9,16.0,0,0,0,1
3013,0.0087766477542083,0.0283395847261695,0.0392923960252654,0.0667091444348987,0.0691213870178076,0.0766227250413257,0.0724368743728527,0.0111888903371173,0.0186902283606353,0.0145043776921624,-0.0015001701642251,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.09,0.0,5622.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,99.83,77396.39,13.8,0.0,0.17,0.78,605.73,8.0,0.0,0.0,203415,1.02,114.09,-49810,348611,11.08,306000,3.08,-81209,2053094,1390,-41794,973795,35.2,4.5,-163214,1473,9.66,9.37,5463795,2354411,120.71,379094,26.09,2.99,1.99,1.99,1485474,-3.6,2.29,3.52,0,49128,5693,324315,185813,-103622,736745,1380417,163.96,2105047,49.21,2.6,6028702,3451479,1.52,-8982,22.22,0,100,34,33.33,7.22,0,97.82,3,0,23.09,74.07,5,22.68,10.3,0.47,62.91,24.77,33.33,3.44,0,1,0,9,12.58,0,1.5,0,621.2,16.0,0,1,0,0
3014,0.0014609881978098,0.0215590513375558,0.0383806744098882,0.0330159897273691,0.0480772028284635,0.0514586388072146,0.0267794469704316,0.0165222012989042,0.0199036372776553,-0.0047755545591277,0.0026805700644289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,0.83,36.22,2320.0,55.0,-78.0,5.0,39.47,161.0,877.0,1.0,0.0,0.16,0.08,0.0,-1.0,-23.0,63.0,0.0,-78.0,-1.0,-23.0,60.28,91814.93,5.76,0.0,0.25,2.72,2493.25,0.0,3.26,0.0,969625,1.76,285.91,0,2474150,10.55,0,18.17,-217112,589892,252011,54209,345244,89.6,14.99,-442197,17436,86.12,52.55,1739018,7111682,23.17,1260098,20.83,7.04,7.47,7.47,1744292,8.5,11.5,18.54,0,700893,89046,196443,665794,-147180,1056578,387352,321.06,1125839,24.67,14.68,3664910,3614625,0,163,14.29,0,100,8,57.14,6.43,0,17.8,2,0,13.93,91.43,121.54,10.46,8.53,4.13,13.42,7.74,57.14,17.86,0,1,0,5,5.83,0,8.1,0,312.45,16.0,0,0,0,1
3015,-0.0021372506246464,0.0150755563621769,0.0184681414651971,0.0329171013943017,0.0265290630497179,0.0187653698968454,0.0103520289646679,-0.0085252889692302,-0.0162889821221027,-0.0247023230542802,-0.000234797451143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.85,0.09,0.0,2341.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.84,46465.57,4.87,0.0,0.16,0.0,0.0,0.0,0.0,0.0,387326,0.48,125.02,0,2783929,28.34,14796,-0.22,3082550,4370685,223416,967986,2112999,142.01,12.82,-380083,37615,6.38,10.69,12734941,4229742,71.33,1556532,25.63,3.29,6.82,6.82,5846819,14.44,7.54,1.36,0,451480,510767,584840,-31559,360193,2647725,4632194,163.02,6073860,42.28,1.01,14259326,9901548,3.95,-42366,10,0,100,17,50,7.2,0,65.66,0,21,17.57,98.89,12,22.35,1.52,6.79,44.21,2.39,50,7.0,0,1,20.0,9,1.38,0,2.8,0,217,16.0,0,1,0,0
3016,-0.000239492343222,0.0082049774976254,0.0376725240245061,0.0863332870867836,0.0877076920921702,0.0876719631385716,0.078424084513585,0.0011349126621646,0.001099183708566,-0.0081486949164205,0.0001218033666371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.25,1.84,6.31,14559.0,86.0,-36.0,1.0,10.81,274.0,86.0,3.0,0.0,2.77,0.18,0.0,-4.0,50.0,1900.0,46.0,-196.0,1.0,50.0,88.84,714401.39,21.22,0.0,0.35,13.05,93231.86,0.0,4.5,0.0,394856,3.79,187.92,0,1018808,1382.35,0,0.17,481,921182,58639,-1421,846701,654.71,0.23,83734,3286,37.8,6.37,3609323,14488373,46.28,239007,0.03,3.56,0.47,0.47,3088578,0.21,0.15,0.27,0,61660,267606,1157811,6399,-359959,199631,350945,280.81,1044706,36.57,0.27,3854729,2933641,2.68,-40,33.33,0,100,15,33.33,0.67,0,3.03,2,11,7.15,90.0,0.88,66.16,3.99,0.13,1.92,4.03,33.33,8.79,0,1,0,6,2.55,0,0.11,0,153.85,16.0,0,0,0,1
3017,0.0029222159474576,0.0470909136069971,0.0749383896794867,0.1262979777823323,0.0889366746819722,0.0833253744974606,0.0764576628239576,-0.0344390871529024,-0.040050387337414,-0.046918099010917,-0.0019266289611579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.81,22.07,23614.0,1598.0,64.0,2.0,24.72,353.0,1733.0,11.0,0.0,0.68,0.21,0.0,1.0,1662.0,604.0,0.0,64.0,1.0,1662.0,74.92,917909.24,26.73,0.0,0.36,2.56,23478.33,111.0,2.65,0.0,2457835,1.64,80.01,0,8154556,9.23,3749166,3.45,-1402573,7449790,141642,-403577,8264715,47.95,6.21,868177,36935,11.94,11.81,32220146,14715362,168.36,3055003,34.86,5.68,3.12,3.12,9650980,16.98,1.73,4.09,0,1938036,140361,5638624,1259296,-1707002,5304640,12857136,125.85,20586193,73.75,2.66,36534445,25907747,2.74,-240431,0.0,0,100,24,38.46,3.46,0,148.22,4,0,12.38,95.06,44.1,20.04,0.86,0.58,51.86,3.39,38.46,3.76,0,1,20.0,6,0.89,0,18.9,0,316.0,16.0,1,0,0,0
3019,-0.0160763514745676,-0.0028413746866492,0.0096465053178204,0.0501867795427134,0.0438782482630005,0.0556385552977895,0.0362931827568361,-0.0223848827542805,-0.0106245757194915,-0.0299699482604449,-0.0067102749929067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.6,0.6,13.63,18988.0,291.0,82.0,1.0,16.87,281.0,291.0,9.0,0.0,1.07,0.57,0.0,1.0,373.0,755.0,0.0,82.0,1.0,373.0,82.36,1515998.12,27.02,0.0,0.78,3.98,60279.05,0.0,3.24,0.0,1941008,2.58,334.2,0,9553862,17.68,0,7.62,-465740,3674420,29683,-480241,2345613,51.31,5.52,-1204456,165415,48.8,19.7,14548065,30356964,38.66,2188155,18.41,4.87,1.85,1.85,3934527,-5.64,4.26,9.12,0,738579,28229,240995,1381411,-475570,3644890,2093092,398.62,3977812,21.32,7.44,18117631,15856291,0.0,-314016,14.29,0,100,13,28.57,7.36,0,111.69,1,0,21.78,97.14,125.5,7.25,2.04,0.27,90.11,2.37,28.57,12.85,0,1,0,5,1.87,0,22.0,0,369.6,16.0,0,1,0,0
